# Wordlist

# DATA
ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	ALMS	NOTE	BORROWING	CHINESE	COGID	COGS	HANZI	MORPHEME_STRUCTURE	ALIGNMENT	CONSENSUS
38333	Karbi		cold (of temperature)	ingsām	i ng s ā m		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «kechung, kangsam; (-- wheather) ningkreng, chungjing[...]» (page: 229)			10337				i ng s ā m	ingsām
33406	TibetoKinauriRongpo	cold, winter	cold (of temperature)	sod	s o d	s o d				279				s o d	s o j
17061	JingphoJingpho	cold (weather, water)	cold (of temperature)	kă³¹ʃuŋ³³	k ă ³¹ ◦ ʃ u ŋ ³³	k ă ³¹ ◦ ʃ u ŋ ³³				492				k ă ³¹ ◦ ʃ u ŋ ³³	kă³¹ʃuŋ³³
17213	BodicTshangla	cold (weather)	cold (of temperature)	per bu	p e r _ b u	p e r _ b u				587				p e r _ b u	per bu
33637	KirantiKulung	cold, cool (adj.)	cold (of temperature)	chikchilikpa	tʃʰ i k tʃʰ i l i k p a	tʃʰ i k - - ( tʃʰ i l i k p a - - - - ) - ( - - - )	Nepali: ciso. (Tolsma1999)			325				tʃʰ i k tʃʰ i l i k p a - - - - - -	c i k p
33882	KirantiBantawa	be cold	cold (of temperature)	keŋma (keŋa)	k e ŋ	k e ŋ				758				k e ŋ	keŋma (keŋa)
1503	TibetanOldTibetan	cold	cold (of temperature)	graŋ-	g r a ŋ ◦	- - g r a ŋ - - ( ◦ - - - )			冷	933		寒		- - g r a ŋ ◦ - - - - - - - - - -	l a ŋ
19366	rGyalrongDaofu	cold (weather, water)	cold (of temperature)	ʂkhu ʂkhu	ʂ kʰ u + ʂ kʰ u	ʂ kʰ u + ʂ kʰ u	!			1384				ʂ kʰ u + ʂ kʰ u	r kʰ ô + ʂ kʰ u
1516	KirantiKhaling	cold	cold (of temperature)	tshʌkpɛ	tsʰ ʌ k p ɛ	tsʰ ʌ k - - ( - - - - - p ɛ - - - - ) - ( - - - )			冷	325		寒		tsʰ ʌ - - - - - k p ɛ - - - - - -	c i k p
1517	KirantiLimbu	cold	cold (of temperature)	ci:kt-	c i: k t ◦	c i: k t ◦ ( - - - - - - - - - - - ) - ( - - - )			冷	325		寒		c i: - - - - - k t - ◦ - - - - -	c i k p
1536	Tangut	cold	cold (of temperature)	dạ²	d ạ ²				冷	1002		寒		- - - - - - - - - d ạ - ²	t ɑ k
34321	BurmishAchang	cold (weather, water)	cold (of temperature)	kʐuat⁵⁵	k ʐ u a t ⁵⁵	k ʐ u a t ⁵⁵	bad concept			956	153		cold	k ʐ u a t ⁵⁵	k j o ʔ ⁵⁵
34322	BurmishAtsi	cold (weather, water)	cold (of temperature)	kjoʔ²¹	k j o ʔ ²¹	k j - o ʔ ²¹	bad concept			956	153		cold	k j o - ʔ ²¹	k j o ʔ ⁵⁵
34323	BurmishBola	cold (weather, water)	cold (of temperature)	kjaʔ³¹	k j a ʔ ³¹	k j - a ʔ ³¹	bad concept			956	153		cold	k j a - ʔ ³¹	k j o ʔ ⁵⁵
34324	BurmishLashi	cold (weather, water)	cold (of temperature)	ŋaːm⁵⁵	ŋ aː m ⁵⁵	ŋ aː m ⁵⁵	bad concept			957	1031		cold	ŋ aː m ⁵⁵	ŋaːm⁵⁵
34325	BurmishMaru	cold (weather, water)	cold (of temperature)	kjɔʔ³¹	k j ɔ ʔ ³¹	k j - ɔ ʔ ³¹	bad concept			956	153		cold	k j ɔ - ʔ ³¹	k j o ʔ ⁵⁵
34326	BurmishXiandao	cold (weather, water)	cold (of temperature)	kʐot⁵⁵	k ʐ o t ⁵⁵	k ʐ - o t ⁵⁵	bad concept			956	153		cold	k ʐ o - t ⁵⁵	k j o ʔ ⁵⁵
18059	rGyalrongMaerkang	cold (weather, water)	cold (of temperature)	kə mə ʃtɑk	k ə _ m ə _ ʃ t ɑ k	( k ə _ m ə _ ) ʃ t ɑ k				1002				k ə _ m ə _ - - ʃ t ɑ k -	t ɑ k
34726	BurmishRangoon		cold (of temperature)	ʨʰɑ̃⁵⁵	tɕʰ ɑ̃ ∼ ⁵⁵	tɕʰ ɑ̃ ∼ ⁵⁵	bad concept			1083	154		cold1	tɕʰ ɑ̃ ∼ ⁵⁵	ʨʰɑ̃⁵⁵
34736	BurmishRangoon		cold (of temperature)	e⁵⁵	e ⁵⁵	- e - ⁵⁵	bad concept			3264	152		cold2	- e - ⁵⁵	ʔ e ḥ ⁵⁵
18418	TibetanLhasa	cold (weather, water)	cold (of temperature)	cha⁵⁵ko⁵⁵	ch a ⁵⁵ ◦ k o ⁵⁵	- ch a - ⁵⁵ ( ◦ k o ⁵⁵ )				1102				ch a ⁵⁵ - - - - ◦ k - o ⁵⁵	tɕh a k ◦ k o
35717	KirantiBahing	cold (n)	cold (of temperature)	dzuːmi	d z uː m i	d z uː - - - ( m i - - )				2160				d z uː m i - - - -	d z ū ŋ
35908	MizoLushai	cold	cold (of temperature)	vâwt	v âw t	v âw t				1468				v âw t	vâwt
35909	MizoLushai	cold	cold (of temperature)	dai	d a i	d a i				1469				d a i	dai
36220	SiniticBeijing	cold	cold (of temperature)	lɤŋ²¹⁴	l ɤ ŋ ²¹⁴	- - - l ɤ ŋ ²¹⁴ - ( - - - - )			冷	933	29	冷	cold-29	- - - l ɤ ŋ - - - - - - - ²¹⁴ - - -	l a ŋ
36221	SiniticGuangzhou	cold	cold (of temperature)	laŋ²³	l a ŋ ²³	- - - l a ŋ ²³ - ( - - - - )			冷	933	29	冷	cold-29	- - - l a ŋ - - - - - - - - ²³ - -	l a ŋ
36222	SiniticGuangzhou	cold	cold (of temperature)	tʊŋ³³	t ʊ ŋ ³³	t ʊ ŋ ³³			凍	1629	515	凍	cold-515	t ʊ ŋ ³³	tʊŋ³³
36223	SiniticChaozhou		cold (of temperature)	ŋaŋ⁵⁵	ŋ a ŋ ⁵⁵	ŋ a ŋ ⁵⁵				1630	113	凝	cold-113	ŋ a ŋ ⁵⁵	ŋ a ŋ ⁵⁵
36224	SiniticLonggang		cold (of temperature)	laŋ³³	l a ŋ ³³	- - - l a ŋ ³³ - ( - - - - )				933	29	冷	cold-29	- - - l a ŋ - - - - - - - - - - ³³	l a ŋ
36225	SiniticJieyang		cold (of temperature)	ŋaŋ⁵⁵	ŋ a ŋ ⁵⁵	ŋ a ŋ ⁵⁵				1630	113	凝	cold-113	ŋ a ŋ ⁵⁵	ŋ a ŋ ⁵⁵
36226	SiniticXingning		cold (of temperature)	laŋ²¹	l a ŋ ²¹	- - - l a ŋ ²¹ - ( - - - - )				933	29	冷	cold-29	- - - l a ŋ - - - - - - - - - ²¹ -	l a ŋ
20034	TibetanBatang	cold (weather, water)	cold (of temperature)	tʂõ¹³mᴜ⁵³	tʂ õ ∼ ¹³ ◦ m ᴜ ⁵³	- - tʂ - õ ∼ ¹³ - ( ◦ m ᴜ ⁵³ )				933				- - tʂ - õ ∼ - - ¹³ ◦ m ᴜ ⁵³ - - - -	l a ŋ
37558	NagaUkhrul	cold	cold (of temperature)	kʰə-mə-ku	kʰ ə + m ə + k u	kʰ ə + m ə + k u				2032				kʰ ə + m ə + k u	kʰə-mə-ku
37767	KirantiHayu	cold (temperature) (n)	cold (of temperature)	dzũːsa	d z ũː s a	d z ũː - - - ( s a - - )				2160				d z ũː s a - - - -	d z ū ŋ
38018	Tangut		cold (of temperature)	dʑjij	dʑ ji j					10187		寒		dʑ ji j	dʑjij
21835	QiangicZhaba	cold (water)	cold (of temperature)	vɪ⁵⁵vɪ⁵⁵	v ɪ ⁵⁵ ◦ v ɪ ⁵⁵	v ɪ ⁵⁵ ◦ v ɪ ⁵⁵				2307				v ɪ ⁵⁵ ◦ v ɪ ⁵⁵	vɪ⁵⁵vɪ⁵⁵
21922	DengDarangTaraon	cold (weather, water)	cold (of temperature)	dzoŋ⁵³	dz o ŋ ⁵³	dz - o - ŋ ⁵³ ( - - - - )				2160				dz - o ŋ - ⁵³ - - -	d z ū ŋ
38627	Rabha	cold (weather, water)	cold (of temperature)	sí-xam	s í + x a m					10336				s í + x a m	sí-xam
38691	Rabha		cold (of temperature)	cɨk	c ɨ k	c ɨ k				325				c ɨ - - - - - k - - - - - - - -	c i k p
22615	TibetanXiahe	cold (water)	cold (of temperature)	tɕhaχ kwa	tɕh a χ _ k w a	- tɕh a χ _ ( - k w a )				1102				- - - - tɕh a χ _ k w a -	tɕh a k ◦ k o
30787	SiniticOldChinese		cold (of temperature)	Cəgˤan	C/ ə + gˤ a n	C/ ə + gˤ a n			冷	2663		寒	_Cə-prefix cold-514	C/ ə + gˤ a n	Cəgˤan
23750	LoloishLisu	cold (weather, water)	cold (of temperature)	dʑɛ̱³³	dʑ ɛ̱ ³³	dʑ ɛ̱ ³³				2719				dʑ ɛ̱ ³³	dʑɛ̱³³
23844	TaniBokar	cold (weather, water)	cold (of temperature)	ɦɯ tɕir	ɦ ɯ + tɕ i r	ɦ ɯ + tɕ i r				3281				ɦ ɯ + tɕ i r	ɦɯ tɕir
24018	QiangicZhaba	cold (weather)	cold (of temperature)	ʌ⁵⁵guɛ⁵⁵	ʌ ⁵⁵ ◦ g u ɛ ⁵⁵	ʌ ⁵⁵ ◦ g u ɛ ⁵⁵				2793				ʌ ⁵⁵ ◦ g u ɛ ⁵⁵	ʌ⁵⁵guɛ⁵⁵
24788	TibetanAlike	cold (weather, water)	cold (of temperature)	ncçhak	n cçh a k	n cçh a k - ( - - - - )	!			1102				- - - n cçh a k - - - - -	tɕh a k ◦ k o
25093	DengYidu	cold (weather, water)	cold (of temperature)	dio⁵⁵ɕi⁵⁵	d i o ⁵⁵ ◦ ɕ i ⁵⁵	d i o ⁵⁵ ◦ ɕ i ⁵⁵				2989				d i o ⁵⁵ ◦ ɕ i ⁵⁵	dio⁵⁵ɕi⁵⁵
17871	TibetanXiahe	cold (weather)	cold (of temperature)	tɕaŋ	tɕ a ŋ	- - tɕ - a ŋ - - ( - - - - )				933				- - tɕ - a ŋ - - - - - - - - - - -	l a ŋ
1532	rGyalrongJaphug	cold	cold (of temperature)	mɯɕtaʁ	m ɯ ɕ t a ʁ	( - - - m ɯ - ) ɕ t a ʁ			冷	1002		寒		- - - - - - m ɯ ɕ t a ʁ -	t ɑ k
32067	KirantiKhaling		cold (of temperature)	dzhūŋ lʉ	dzʰ ū ŋ + + l ʉ	dzʰ - ū - ŋ + ( + - l ʉ )				2160				dzʰ - ū ŋ - + + l ʉ	d z ū ŋ
18417	TibetanLhasa	cold (weather, water)	cold (of temperature)	tʂhəŋ¹³ŋu⁵⁵	tʂh ə ŋ ¹³ ◦ ŋ u ⁵⁵	- - tʂh - ə ŋ - ¹³ ( ◦ ŋ u ⁵⁵ )				933				- - tʂh - ə ŋ - - ¹³ ◦ ŋ u ⁵⁵ - - - -	l a ŋ
22295	NungicDulong	cold (weather, water)	cold (of temperature)	tit⁵⁵	t i t ⁵⁵	t i t ⁵⁵				2433				t i t ⁵⁵	tit⁵⁵
30784	SiniticOldChinese		cold (of temperature)	tsʰeŋ←s	tsʰ e ŋ + s	tsʰ e ŋ + s			冷	3620		凊	cold-879 s-suffix	tsʰ e ŋ + s	tsʰeŋ←s
30785	SiniticOldChinese		cold (of temperature)	tsʰˤaŋ	tsʰˤ a ŋ	tsʰˤ a ŋ			冷	3621		凔	cold-1145	tsʰˤ a ŋ	tsʰˤaŋ
30786	SiniticOldChinese		cold (of temperature)	Craŋ	C/ + r a ŋ	C/ + - r a ŋ - - ( - - - - )	WT grang-ba		冷	933		涼	_C-prefix cold-1146	C/ + - r a ŋ - - - - - - - - - - -	l a ŋ
30788	SiniticOldChinese		cold (of temperature)	rˤeŋʔ	rˤ e ŋ ʔ	- - - rˤ e ŋ ʔ - ( - - - - )			冷	933		冷	cold-29	- - - rˤ e ŋ - ʔ - - - - - - - - -	l a ŋ
31061	BurmishOldBurmese		cold (of temperature)	ʔeḥ	ʔ e ḥ	ʔ e ḥ -				3264				ʔ e ḥ -	ʔ e ḥ ⁵⁵
31577	KhroskyabsWobzi		cold (of temperature)	rkʰô	r kʰ ô	r kʰ ô - - - -				1384				r kʰ ô - - - -	r kʰ ô + ʂ kʰ u
31830	ChepangChepang	cold (weather, person)	cold (of temperature)	jhyuŋ-	dʒʰ j u ŋ	dʒʰ - j u ŋ - ( - - - - )				2160				dʒʰ j u ŋ - - - - -	d z ū ŋ
32094	GaroGaro	cold (vi)	cold (of temperature)	chik-jim-a	cʰ i k + j i m + a	cʰ i k - + ( - - - - - - - j i m + ) a ( - - - )				325				cʰ i - - - - - k - - + j i m + a	c i k p
32401	KirantiThulung		cold (of temperature)	tshʌkpa	tsh ʌ k p a	tsh ʌ k - - ( - - - - - p a - - - - ) - ( - - - )				325				tsh ʌ - - - - - k p a - - - - - -	c i k p
32668	ChinHakha	cold (adj.)	cold (of temperature)	a kik	k i k	k i k	[full entry: ]			4119				k i k	a kik
#
33100	TibetoKinauriBunan	dirty	dirty	sej	s e j	s e j				277				s e j	sej
33408	TibetoKinauriRongpo	dirty	dirty	mɛla	m ɛ l a	m ɛ l a		nepali mailo		10614				m ɛ l a	mɛla
17076	JingphoJingpho	dirty	dirty	mă³¹tsaʔ³¹	m ă ³¹ ◦ ts a ʔ ³¹	m ă ³¹ ◦ ts a ʔ ³¹				502				m ă ³¹ ◦ ts a ʔ ³¹	mă³¹tsaʔ³¹
17226	BodicTshangla	dirty	dirty	tsok pa	ts o k _ p a	- ts o k _ ( - - - p a - )		tib btsog		10664				ts o k _ p a	tsok pa
17946	TibetanXiahe	dirty	dirty	hdzo to	hdz o _ t o	- hdz o _ - ( t o - - - - )	!			599				- hdz o - _ - t - o -	ts o k ⁵⁵ a
34406	BurmishAchang	dirty	dirty	ək³⁵	ə k ³⁵	ə k ³⁵				986	211		dirty	ə k ³⁵	ə k ³⁵
34408	BurmishBola	dirty	dirty	lu̱³⁵	l ṵ ³⁵	l - ṵ ³⁵				988	18		dirty	l ṵ - ³⁵	l ṵ u ³⁵
34409	BurmishLashi	dirty	dirty	a³¹san⁵⁵	a ³¹ + s a n ⁵⁵	a ³¹ + s a n ⁵⁵				989	1033 1034		a-prefix dirty	a ³¹ + s a n ⁵⁵	a³¹san⁵⁵
34410	BurmishMaru	dirty	dirty	la̱u³⁵	l a̰ u ³⁵	l a̰ u ³⁵				988	18		dirty	l a̰ u ³⁵	l ṵ u ³⁵
34411	BurmishXiandao	dirty	dirty	ɤk³⁵	ɤ k ³⁵	ɤ k ³⁵				986	211		dirty	ɤ k ³⁵	ə k ³⁵
18066	QiangicZhaba	dirty	dirty	ma³³ʂtsᴜ̃⁵⁵ma³³	m a ³³ ◦ ʂ ts ᴜ̃ ∼ ⁵⁵ ◦ m a ³³	m a ³³ ◦ ʂ ts ᴜ̃ ∼ ⁵⁵ ( ◦ m a ³³ )	!	Tibetan[gtsaŋ]		10689				m a ³³ ◦ ʂ ts ᴜ̃ ∼ ⁵⁵ ◦ m a ³³	ma³³ʂtsᴜ̃⁵⁵ma³³
18071	rGyalrongMaerkang	dirty	dirty	mɑk ʃo	m ɑ k _ ʃ o	m ɑ k _ ʃ o				1009				m ɑ k _ ʃ o	mɑk ʃo
2033	TibetanOldTibetan		dirty	btsog	b ts o g	b ts o g - ( - - - - - - )			脏	599				b ts o g - - - - - -	ts o k ⁵⁵ a
18436	TibetanLhasa	dirty	dirty	tsok⁵⁵pa⁵⁵	ts o k ⁵⁵ ◦ p a ⁵⁵	- ts o k ⁵⁵ ( - - ◦ p a ⁵⁵ )				599				- ts o k ⁵⁵ ◦ - p a ⁵⁵	ts o k ⁵⁵ a
2062	rGyalrongJaphug		dirty	ɴqʰi	ɴ qʰ i	- ɴ qʰ - i			脏	1104				ɴ qʰ i -	l qʰ ǽ l
33186	TibetoKinauriByangsi	dirty	dirty	khi:tɛ	kʰ iː t ɛ	kʰ iː t ɛ				334				kʰ iː t ɛ	khi:tɛ
35700	BurmishRangoon		dirty	ȵiʔ⁴pɑʔ⁴	nʲ i ʔ ⁴ + p ɑ ʔ ⁴	nʲ i ʔ ⁴ - - - + p ɑ ʔ ⁴				1364	209 210		dirty1 dirty2	nʲ i ʔ ⁴ - - - + p ɑ ʔ ⁴	ʔ ⁴ ◦ p ɑ ʔ ⁴
35719	KirantiBahing	infested, dirty (be v.)	dirty	tsa-	ts a	ts a				871				ts a	tsa-
19384	rGyalrongDaofu	dirty	dirty	mi xtsoŋ	m i + x ts o ŋ	m i + - x ts o ŋ - ( - - - - )		Tibetan[mi.gtsaŋ]		10721				m i + x ts o ŋ	mi xtsoŋ
35912	MizoLushai	dirty	dirty	bâl	b â l	b â l				1472				b â l	b â l
19799	NungicDulong	dirty	dirty	ȵim⁵⁵	ȵ i m ⁵⁵	ȵ i m ⁵⁵				2024				ȵ i m ⁵⁵	ȵim⁵⁵
36234	SiniticBeijing	*dirty	dirty	tsɑŋ⁵⁵	ts ɑ ŋ ⁵⁵	ts ɑ ŋ ⁵⁵	**concept**: concept is ángzàng as gloss, so not zàng, but it seems to be consistent for our case. @lingulist, 6/2/2017, 9:58:30 AM		髒	1633	44	髒	dirty-44	ts ɑ ŋ ⁵⁵	tsɑŋ⁵⁵
36236	SiniticGuangzhou	*dirty	dirty	la²³tsa³⁵	l a ²³ ts a ³⁵	l a - ²³ ts - a - ³⁵			!	10294	354 448	邋囗	dirty-354 dirty-448	l a ²³ ts a ³⁵	la²³tsa³⁵
36239	SiniticJieyang		dirty	tsʰi³³i⁵⁵	tsʰ i ³³ i ⁵⁵	tsʰ i ³³ i ⁵⁵				1635	127 131	囗囗	dirty-127 dirty-131	tsʰ i ³³ i ⁵⁵	tsʰ i ³³ i ⁵⁵
36241	SiniticJieyang		dirty	naʔ⁵₂sap²	n a ʔ ⁵₂ s a p ²	n a ʔ ⁵₂ s - a p ²				1634	132 133	囗囗	dirty-132 dirty-133	n a ʔ ⁵₂ s a p ²	l a ʔ ⁵₂ s a p ²
36242	SiniticChaozhou		dirty	laʔ⁵₂sap²	l a ʔ ⁵₂ s a p ²	l a ʔ ⁵₂ s - a p ²				1634	132 133	囗囗	dirty-132 dirty-133	l a ʔ ⁵₂ s a p ²	l a ʔ ⁵₂ s a p ²
20044	TibetanBatang	dirty	dirty	tso⁵⁵pa⁵³	ts o ⁵⁵ ◦ p a ⁵³	- ts o - ⁵⁵ ( - - ◦ p a ⁵³ )				599				- ts o - ⁵⁵ ◦ - p a ⁵³	ts o k ⁵⁵ a
36235	SiniticGuangzhou	*dirty	dirty	wu⁵³tsou⁵³	w u ⁵³ ts o u ⁵³	w u ⁵³ ts o u ⁵³			汚糟	1876	672 673	汚糟	dirty-672 dirty-673	w u ⁵³ ts - o u ⁵³	w u ts r o u
36238	SiniticLonggang		dirty	lɔ⁴⁴sɔ⁵⁵	l ɔ ⁴⁴ s ɔ ⁵⁵	l ɔ - ⁴⁴ s - ɔ - ⁵⁵				10292	134 142	囗囗	dirty-134 dirty-142	l ɔ ⁴⁴ s ɔ ⁵⁵	lɔ⁴⁴sɔ⁵⁵
36240	SiniticXingning		dirty	lui⁵⁵tʂui⁵³	l u i ⁵⁵ tʂ u i ⁵³	l u i ⁵⁵ tʂ u i - ⁵³				10293	148 149	囗囗	dirty-148 dirty-149	l u i ⁵⁵ tʂ u i ⁵³	lui⁵⁵tʂui⁵³
37560	NagaUkhrul	dirty	dirty	kʰə-mə-kʰow	kʰ ə + m ə + kʰ o w	kʰ ə + m ə + kʰ o w				2034				kʰ ə + m ə + kʰ o w	kʰə-mə-kʰow
37770	KirantiHayu	be stained, soiled (vtt (im)	dirty	bɩ(t)	b ɿ t	b ɿ t				1472				b ɿ t	b â l
38136	Tangut		dirty	tɕior	tɕ i o r					10192		污		tɕ i o r	tɕior
21935	DengDarangTaraon	dirty	dirty	kɑ³¹pɯ⁵³	k ɑ ³¹ ◦ p ɯ ⁵³	k ɑ ³¹ ◦ p ɯ ⁵³				2332				k ɑ ³¹ ◦ p ɯ ⁵³	kɑ³¹pɯ⁵³
38628	Rabha	dirty	dirty	tʰel-tʰel	tʰ e l- tʰ e l					10343				tʰ e l- tʰ e l	tʰel-tʰel
36237	SiniticChaozhou		dirty	tsʰi³³i⁵⁵	tsʰ i ³³ i ⁵⁵	tsʰ i ³³ i ⁵⁵				1635	127 131	囗囗	dirty-127 dirty-131	tsʰ i ³³ i ⁵⁵	tsʰ i ³³ i ⁵⁵
23768	LoloishLisu	dirty	dirty	nɛ̱³³le³³	n ɛ̱ ³³ ◦ l e ³³	n ɛ̱ ³³ ◦ l e ³³				2726				n ɛ̱ ³³ ◦ l e ³³	nɛ̱³³le³³
38463	Karbi		dirty	tèr	t è r		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «hijimmai, ningni, ter, mui» (page: 253)			10344				t è r	tèr
24802	TibetanAlike	dirty	dirty	rtsok kwa	r ts o k _ k w a	r ts o k _ ( - - - k w a )	!			599				r ts o k _ - k w a -	ts o k ⁵⁵ a
25100	DengYidu	dirty	dirty	pɹɑ⁵⁵liɑ⁵⁵mi⁵⁵	p ɹ ɑ ⁵⁵ ◦ l i ɑ ⁵⁵ ◦ m i ⁵⁵	p ɹ ɑ ⁵⁵ ◦ l i ɑ ⁵⁵ ◦ m i ⁵⁵				2990				p ɹ ɑ ⁵⁵ ◦ l i ɑ ⁵⁵ ◦ m i ⁵⁵	pɹɑ⁵⁵liɑ⁵⁵mi⁵⁵
25111	TaniBokar	dirty	dirty	ka naŋ	k a + n a ŋ	k a + n a ŋ				2993				k a + n a ŋ	ka naŋ
25596	TibetanAlike	dirty	dirty	mȵok	m ȵ o k	m ȵ o k	!			3080				m ȵ o k	mȵok
34407	BurmishAtsi	dirty	dirty	tʃhaʔ⁵⁵	tʃʰ a ʔ ⁵⁵	tʃʰ a ʔ ⁵⁵				987	1032		dirty	tʃʰ a ʔ ⁵⁵	tʃhaʔ⁵⁵
32105	GaroGaro	dirty (adv)	dirty	kal-si-a	k a l + s i + a	k a l + s i + a				3931				k a l + s i + a	kal-si-a
30335	KirantiKhaling		dirty	phor	ph o r	ph o r		Nepali		10894				ph o r	phor
30799	SiniticOldChinese		dirty	qʷˤra	qʷˤ r a	qʷˤ r a			脏	1876		汙	dirty-1149	- - - qʷˤ r a - -	w u ts r o u
31064	BurmishOldBurmese		dirty	ññac◦pat	ññ a c ◦ p a t	- - - - ññ a c ◦ p a t -				1364				- - - - ññ a c ◦ p a t -	ʔ ⁴ ◦ p ɑ ʔ ⁴
31587	KhroskyabsWobzi		dirty	lqʰǽl	l qʰ ǽ l	l - qʰ ǽ l				1104				l qʰ ǽ l	l qʰ ǽ l
31841	ChepangChepang	untidy, dirty	dirty	ʔə.də bə.də	ʔ ə + d ə + b ə + d ə	ʔ ə + d ə + b ə + d ə				3804				ʔ ə + d ə + b ə + d ə	ʔə.də bə.də
32678	ChinHakha	dirty (adj.)	dirty	a hnawmmi , a thurmi	hn ǒo m + hn o m ʔ	hn ǒo m + hn o m ʔ	[full entry: ]			4121				hn ǒo m + hn o m ʔ	a hnawmmi , a thurmi
#
33022	TibetoKinauriBunan	dry	dry	kʰjoj	kʰ j o j	kʰ j - o j -				220				kʰ j o - j -	k j o ʔ ⁵⁵
33187	TibetoKinauriByangsi	dry (from the state of being wet)	dry	phoda	pʰ o d a	pʰ o d a				335				pʰ o d a	phoda
33409	TibetoKinauriRongpo	coarse, dry	dry	rukɔ	r u k ɔ	r u k ɔ				469				r u k ɔ	rukɔ
17077	JingphoJingpho	dry (inside of object)	dry	kh◦ʒoʔ⁵⁵	kh ʒ o ʔ ⁵⁵	kh ʒ - o ʔ ⁵⁵	not a loan < Burmese: Proto-Northern-Naga *C̥-kʰroːk  'dry'			220				kh ʒ o - ʔ ⁵⁵	k j o ʔ ⁵⁵
17082	JingphoJingpho	dry (of damp objects: become dry)	dry	ka̱³³	k a̱ ³³	k a̱ ³³				505				k a̱ - ³³	k a̱ ŋ ³³
33638	KirantiKulung	be dry (grains, leaves, grass, etc.). (vi-1 [1: har-])	dry	harma	h a r m a	h a r m a				615				h a r m a	harma
33894	KirantiBantawa	to dry (intr), to be dry	dry	cʰopma (cʰoa)	tsʰ o p	tsʰ o p				766				tsʰ o p	cʰopma (cʰoa)
35720	KirantiBahing	dry (vi)	dry	doŋ- (/døt-)	d o ŋ	d o ŋ				875				d o ŋ	dʰ o ŋ
34229	BurmishAtsi	dry	dry	xui⁵⁵	x u i ⁵⁵	x u i ⁵⁵				1007	233		dry	x u i ⁵⁵	x u i ⁵⁵
18007	BodicTshangla	dry	dry	saŋ ma	s a ŋ _ m a	s a ŋ ( _ m a - - )				976				s a ŋ - _ m a	s oː s o m
18038	rGyalrongMaerkang	dry	dry	kə rɑm	k ə _ r ɑ m	k ə _ r ɑ m ( - - - )				993				k - ə _ - r ɑ - m -	r o m
34452	BurmishLashi	dry	dry	kju̱ːʔ⁵⁵	k j ṵː ʔ ⁵⁵	k j - ṵː ʔ ⁵⁵				220	232		dry	k j ṵː - ʔ ⁵⁵	k j o ʔ ⁵⁵
34453	BurmishMaru	dry	dry	fai⁵⁵	f a i ⁵⁵	f a i ⁵⁵				1007	233		dry	f a i ⁵⁵	x u i ⁵⁵
34454	BurmishXiandao	dry	dry	tsui³⁵	ts u i ³⁵	ts u i ³⁵				1008	1037		dry	ts u i ³⁵	tsui³⁵
34593	BurmishRangoon		dry	ʨʰɑuʔ⁴	tɕʰ ɑ u ʔ ⁴	tɕʰ - ɑ u ʔ ⁴				220	232		dry	tɕʰ - ɑ u ʔ ⁴	k j o ʔ ⁵⁵
18385	TibetanLhasa	dry	dry	kam⁵⁵po⁵⁵	k a m ⁵⁵ ◦ p o ⁵⁵	- k a ( - ) - m ( ⁵⁵ ◦ p o ⁵⁵ )				1092				k a m ⁵⁵ - - - - ◦ - p o ⁵⁵	k ⁵⁵ k a ◦ b o
2245	TibetanOldTibetan	dry	dry	skam-	s k a m ◦	s k a ( - ) - m ( - ◦ - - - )			干	1092		乾		- - - - s k a m ◦ - - - -	k ⁵⁵ k a ◦ b o
2259	KirantiLimbu	dry	dry	kaŋ-	k a ŋ ◦	k a ŋ ◦			干	505		乾		k a ŋ ◦	k a̱ ŋ ³³
19328	rGyalrongDaofu	dry	dry	ɣro ɣro	ɣ r o + ɣ r o	ɣ - - r o + ( ɣ r o )				993				ɣ r o + ɣ r o - - -	r o m
35721	KirantiBahing	dry (vi)	dry	sø-	s ø	s ø - ( - - )				1369				s ø - - - -	s ə ʈ
35913	MizoLushai	dry (adj)	dry	tuihul	t u i h u l	t u i h u l				1473				t u i h u l	tuihul
35914	MizoLushai	dry (adj)	dry	ro	r o	- - - - r o -				1253				- - - - r o -	r à w + r o w
19757	NungicDulong	dry	dry	kam⁵⁵	k a m ⁵⁵	- k a ( - ) - m ( ⁵⁵ - - - - )	overwrite original source, as the word seems to be wrong (semantics are unclear, and the word is not well represented in the group)			1092				k a m ⁵⁵ - - - - - - - - -	k ⁵⁵ k a ◦ b o
19758	NungicDulong	dry	dry	n⁵⁵	n ⁵⁵	n ⁵⁵				1594				n ⁵⁵	n⁵⁵
36243	SiniticBeijing	dry	dry	kan⁵⁵	k a n ⁵⁵	k a n ⁵⁵			幹	1636	48	幹	dry-48	k a n ⁵⁵	k ɔ n ⁵⁵
36245	SiniticChaozhou		dry	ta³³	t a ³³	t a ³³				1637	150	囗	dry-150	t a ³³	t a ³³
36246	SiniticLonggang		dry	kɔn³³	k ɔ n ³³	k ɔ n ³³				1636	48	乾	dry-48	k ɔ n ³³	k ɔ n ⁵⁵
20229	TibetanXiahe	dry	dry	hka mbo	h k a _ m b o	h k a ( - ) _ m ( - - b o - )	!			1092				- - - - h k a - _ m b o -	k ⁵⁵ k a ◦ b o
