# Wordlist

# DATA
ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	ALMS	NOTE	BORROWING	CHINESE	COGID	COGS	HANZI	MORPHEME_STRUCTURE
25093	DengYidu	cold (weather, water)	cold (of temperature)	dio⁵⁵ɕi⁵⁵	d i o ⁵⁵ ◦ ɕ i ⁵⁵	d i o ⁵⁵ ◦ ɕ i ⁵⁵				2989			
34324	BurmishLashi	cold (weather, water)	cold (of temperature)	ŋaːm⁵⁵	ŋ aː m ⁵⁵	ŋ aː m ⁵⁵	bad concept			957	1031		cold
34736	BurmishRangoon		cold (of temperature)	e⁵⁵	e ⁵⁵	- e - ⁵⁵	bad concept			3264	152		cold2
32067	KirantiKhaling		cold (of temperature)	dzhūŋ lʉ	dzʰ ū ŋ + + l ʉ	dzʰ - ū - ŋ + ( + - l ʉ )				2160			
35908	MizoLushai	cold	cold (of temperature)	vâwt	v âw t	v âw t				1468			
35909	MizoLushai	cold	cold (of temperature)	dai	d a i	d a i				1469			
37767	KirantiHayu	cold (temperature) (n)	cold (of temperature)	dzũːsa	d z ũː s a	d z ũː - - - ( s a - - )				2160			
30786	SiniticOldChinese		cold (of temperature)	Craŋ	C/ + r a ŋ	C/ + - r a ŋ - - ( - - - - )	WT grang-ba		冷	933		涼	_C-prefix cold-1146
31061	BurmishOldBurmese		cold (of temperature)	ʔeḥ	ʔ e ḥ	ʔ e ḥ -				3264			
31577	KhroskyabsWobzi		cold (of temperature)	rkʰô	r kʰ ô	r kʰ ô - - - -				1384			
31830	ChepangChepang	cold (weather, person)	cold (of temperature)	jhyuŋ-	dʒʰ j u ŋ	dʒʰ - j u ŋ - ( - - - - )				2160			
32094	GaroGaro	cold (vi)	cold (of temperature)	chik-jim-a	cʰ i k + j i m + a	cʰ i k - + ( - - - - - - - j i m + ) a ( - - - )				325			
32401	KirantiThulung		cold (of temperature)	tshʌkpa	tsh ʌ k p a	tsh ʌ k - - ( - - - - - p a - - - - ) - ( - - - )				325			
32668	ChinHakha	cold (adj.)	cold (of temperature)	a kik	k i k	k i k	[full entry: ]			4119			
#
33408	TibetoKinauriRongpo	dirty	dirty	mɛla	m ɛ l a	m ɛ l a		nepali mailo		29827			
17076	JingphoJingpho	dirty	dirty	mă³¹tsaʔ³¹	m ă ³¹ ◦ ts a ʔ ³¹	m ă ³¹ ◦ ts a ʔ ³¹				502			
17226	BodicTshangla	dirty	dirty	tsok pa	ts o k _ p a	- ts o k _ ( - - - p a - )		tib btsog		29878			
17946	TibetanXiahe	dirty	dirty	hdzo to	hdz o _ t o	- hdz o _ - ( t o - - - - )	!			599			
34406	BurmishAchang	dirty	dirty	ək³⁵	ə k ³⁵	ə k ³⁵				986	211		dirty
34410	BurmishMaru	dirty	dirty	la̱u³⁵	l a̰ u ³⁵	l a̰ u ³⁵				988	18		dirty
34411	BurmishXiandao	dirty	dirty	ɤk³⁵	ɤ k ³⁵	ɤ k ³⁵				986	211		dirty
18066	QiangicZhaba	dirty	dirty	ma³³ʂtsᴜ̃⁵⁵ma³³	m a ³³ ◦ ʂ ts ᴜ̃ ∼ ⁵⁵ ◦ m a ³³	m a ³³ ◦ ʂ ts ᴜ̃ ∼ ⁵⁵ ( ◦ m a ³³ )	!	Tibetan[gtsaŋ]		29904			
18071	rGyalrongMaerkang	dirty	dirty	mɑk ʃo	m ɑ k _ ʃ o	m ɑ k _ ʃ o				1009			
18436	TibetanLhasa	dirty	dirty	tsok⁵⁵pa⁵⁵	ts o k ⁵⁵ ◦ p a ⁵⁵	- ts o k ⁵⁵ ( - - ◦ p a ⁵⁵ )				599			
2062	rGyalrongJaphug		dirty	ɴqʰi	ɴ qʰ i	- ɴ qʰ - i			脏	1104			
33186	TibetoKinauriByangsi	dirty	dirty	khi:tɛ	kʰ iː t ɛ	kʰ iː t ɛ				334			
35700	BurmishRangoon		dirty	ȵiʔ⁴pɑʔ⁴	nʲ i ʔ ⁴ + p ɑ ʔ ⁴	nʲ i ʔ ⁴ - - - + p ɑ ʔ ⁴				1364	209 210		dirty1 dirty2
19384	rGyalrongDaofu	dirty	dirty	mi xtsoŋ	m i + x ts o ŋ	m i + - x ts o ŋ - ( - - - - )		Tibetan[mi.gtsaŋ]		29937			
35912	MizoLushai	dirty	dirty	bâl	b â l	b â l				1472			
19799	NungicDulong	dirty	dirty	ȵim⁵⁵	ȵ i m ⁵⁵	ȵ i m ⁵⁵				2024			
36234	SiniticBeijing	*dirty	dirty	tsɑŋ⁵⁵	ts ɑ ŋ ⁵⁵	ts ɑ ŋ ⁵⁵	**concept**: concept is ángzàng as gloss, so not zàng, but it seems to be consistent for our case. @lingulist, 6/2/2017, 9:58:30 AM		髒	1633	44	髒	dirty-44
36236	SiniticGuangzhou	*dirty	dirty	la²³tsa³⁵	l a ²³ ts a ³⁵	l a - ²³ ts - a - ³⁵			!	10294	354 448	邋囗	dirty-354 dirty-448
20044	TibetanBatang	dirty	dirty	tso⁵⁵pa⁵³	ts o ⁵⁵ ◦ p a ⁵³	- ts o - ⁵⁵ ( - - ◦ p a ⁵³ )				599			
36235	SiniticGuangzhou	*dirty	dirty	wu⁵³tsou⁵³	w u ⁵³ ts o u ⁵³	w u ⁵³ ts o u ⁵³			汚糟	1876	672 673	汚糟	dirty-672 dirty-673
36238	SiniticLonggang		dirty	lɔ⁴⁴sɔ⁵⁵	l ɔ ⁴⁴ s ɔ ⁵⁵	l ɔ - ⁴⁴ s - ɔ - ⁵⁵				10292	134 142	囗囗	dirty-134 dirty-142
36240	SiniticXingning		dirty	lui⁵⁵tʂui⁵³	l u i ⁵⁵ tʂ u i ⁵³	l u i ⁵⁵ tʂ u i - ⁵³				10293	148 149	囗囗	dirty-148 dirty-149
36241	SiniticJieyang		dirty	naʔ⁵₂sap²	n a ʔ ⁵₂ s a p ²	n a ʔ ⁵₂ s - a p ²				1634	132 133	囗囗	dirty-132 dirty-133
36242	SiniticChaozhou		dirty	laʔ⁵₂sap²	l a ʔ ⁵₂ s a p ²	l a ʔ ⁵₂ s - a p ²				1634	132 133	囗囗	dirty-132 dirty-133
37560	NagaUkhrul	dirty	dirty	kʰə-mə-kʰow	kʰ ə + m ə + kʰ o w	kʰ ə + m ə + kʰ o w				2034			
37770	KirantiHayu	be stained, soiled (vtt (im)	dirty	bɩ(t)	b ɿ t	b ɿ t				1472			
38136	Tangut		dirty	tɕior	tɕ i o r					10192		污	
21935	DengDarangTaraon	dirty	dirty	kɑ³¹pɯ⁵³	k ɑ ³¹ ◦ p ɯ ⁵³	k ɑ ³¹ ◦ p ɯ ⁵³				2332			
38628	Rabha	dirty	dirty	tʰel-tʰel	tʰ e l- tʰ e l					10343			
36239	SiniticJieyang		dirty	tsʰi³³i⁵⁵	tsʰ i ³³ i ⁵⁵	tsʰ i ³³ i ⁵⁵				1635	127 131	囗囗	dirty-127 dirty-131
23768	LoloishLisu	dirty	dirty	nɛ̱³³le³³	n ɛ̱ ³³ ◦ l e ³³	n ɛ̱ ³³ ◦ l e ³³				2726			
35719	KirantiBahing	infested, dirty (be v.)	dirty	tsa-	ts a	ts a				871			
38463	Karbi		dirty	tèr	t è r		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «hijimmai, ningni, ter, mui» (page: 253)			10343			
24802	TibetanAlike	dirty	dirty	rtsok kwa	r ts o k _ k w a	r ts o k _ ( - - - k w a )	!			599			
25100	DengYidu	dirty	dirty	pɹɑ⁵⁵liɑ⁵⁵mi⁵⁵	p ɹ ɑ ⁵⁵ ◦ l i ɑ ⁵⁵ ◦ m i ⁵⁵	p ɹ ɑ ⁵⁵ ◦ l i ɑ ⁵⁵ ◦ m i ⁵⁵				2990			
25111	TaniBokar	dirty	dirty	ka naŋ	k a + n a ŋ	k a + n a ŋ				2993			
36237	SiniticChaozhou		dirty	tsʰi³³i⁵⁵	tsʰ i ³³ i ⁵⁵	tsʰ i ³³ i ⁵⁵				1635	127 131	囗囗	dirty-127 dirty-131
25596	TibetanAlike	dirty	dirty	mȵok	m ȵ o k	m ȵ o k	!			3080			
34407	BurmishAtsi	dirty	dirty	tʃhaʔ⁵⁵	tʃʰ a ʔ ⁵⁵	tʃʰ a ʔ ⁵⁵				987	1032		dirty
34408	BurmishBola	dirty	dirty	lu̱³⁵	l ṵ ³⁵	l - ṵ ³⁵				988	18		dirty
34409	BurmishLashi	dirty	dirty	a³¹san⁵⁵	a ³¹ + s a n ⁵⁵	a ³¹ + s a n ⁵⁵				989	1033 1034		a-prefix dirty
33100	TibetoKinauriBunan	dirty	dirty	sej	s e j	s e j				277			
2033	TibetanOldTibetan		dirty	btsog	b ts o g	b ts o g - ( - - - - - - )			脏	599			
32105	GaroGaro	dirty (adv)	dirty	kal-si-a	k a l + s i + a	k a l + s i + a				3931			
30335	KirantiKhaling		dirty	phor	ph o r	ph o r		Nepali		30111			
30799	SiniticOldChinese		dirty	qʷˤra	qʷˤ r a	qʷˤ r a			脏	1876		汙	dirty-1149
31064	BurmishOldBurmese		dirty	ññac◦pat	ññ a c ◦ p a t	- - - - ññ a c ◦ p a t -				1364			
32678	ChinHakha	dirty (adj.)	dirty	a hnawmmi , a thurmi	hn ǒo m + hn o m ʔ	hn ǒo m + hn o m ʔ	[full entry: ]			4121			
31587	KhroskyabsWobzi		dirty	lqʰǽl	l qʰ ǽ l	l - qʰ ǽ l				1104			
31841	ChepangChepang	untidy, dirty	dirty	ʔə.də bə.də	ʔ ə + d ə + b ə + d ə	ʔ ə + d ə + b ə + d ə				3804			
#
33022	TibetoKinauriBunan	dry	dry	kʰjoj	kʰ j o j	kʰ j - o j -				220			
21895	DengDarangTaraon	dry	dry	ɕoŋ³⁵	ɕ o ŋ ³⁵	ɕ o ŋ ³⁵				2272			
17077	JingphoJingpho	dry (inside of object)	dry	kh◦ʒoʔ⁵⁵	kh ʒ o ʔ ⁵⁵	kh ʒ - o ʔ ⁵⁵	not a loan < Burmese: Proto-Northern-Naga *C̥-kʰroːk  'dry'			220			
17082	JingphoJingpho	dry (of damp objects: become dry)	dry	ka̱³³	k a̱ ³³	k a̱ ³³				29709			
33638	KirantiKulung	be dry (grains, leaves, grass, etc.). (vi-1 [1: har-])	dry	harma	h a r m a	h a r m a				615			
33894	KirantiBantawa	to dry (intr), to be dry	dry	cʰopma (cʰoa)	tsʰ o p	tsʰ o p				766			
18007	BodicTshangla	dry	dry	saŋ ma	s a ŋ _ m a	s a ŋ ( _ m a - - )				976			
18038	rGyalrongMaerkang	dry	dry	kə rɑm	k ə _ r ɑ m	k ə _ r ɑ m ( - - - )				993			
34452	BurmishLashi	dry	dry	kju̱ːʔ⁵⁵	k j ṵː ʔ ⁵⁵	k j - ṵː ʔ ⁵⁵				220	232		dry
34453	BurmishMaru	dry	dry	fai⁵⁵	f a i ⁵⁵	f a i ⁵⁵				1007	233		dry
34454	BurmishXiandao	dry	dry	tsui³⁵	ts u i ³⁵	ts u i ³⁵				1008	1037		dry
34593	BurmishRangoon		dry	ʨʰɑuʔ⁴	tɕʰ ɑ u ʔ ⁴	tɕʰ - ɑ u ʔ ⁴				220	232		dry
18385	TibetanLhasa	dry	dry	kam⁵⁵po⁵⁵	k a m ⁵⁵ ◦ p o ⁵⁵	- k a ( - ) - m ( ⁵⁵ ◦ p o ⁵⁵ )				1092			
2245	TibetanOldTibetan	dry	dry	skam-	s k a m ◦	s k a ( - ) - m ( - ◦ - - - )			干	1092		乾	
2259	KirantiLimbu	dry	dry	kaŋ-	k a ŋ ◦	k a ŋ ◦			干	505		乾	
2274	rGyalrongJaphug	dry	dry	zbaʁ	z b a ʁ	z b a ʁ			干	1199		乾	
2278	Tangut	dry	dry	rowr¹	r o w r ¹				干	993		乾	
2258	KirantiKhaling	dry	dry	dhoŋ	dʰ o ŋ	dʰ o ŋ			干	875		乾	
38622	Rabha	dry	dry	tɨ-rán	t ɨ + r á n					3934			
19328	rGyalrongDaofu	dry	dry	ɣro ɣro	ɣ r o + ɣ r o	ɣ - - r o + ( ɣ r o )				993			
35720	KirantiBahing	dry (vi)	dry	doŋ- (/døt-)	d o ŋ	d o ŋ				875			
35721	KirantiBahing	dry (vi)	dry	sø-	s ø	s ø - ( - - )				1369			
35913	MizoLushai	dry (adj)	dry	tuihul	t u i h u l	t u i h u l				1473			
35914	MizoLushai	dry (adj)	dry	ro	r o	- - - - r o -				1253			
19757	NungicDulong	dry	dry	kam⁵⁵	k a m ⁵⁵	- k a ( - ) - m ( ⁵⁵ - - - - )	overwrite original source, as the word seems to be wrong (semantics are unclear, and the word is not well represented in the group)			1092			
19758	NungicDulong	dry	dry	n⁵⁵	n ⁵⁵	n ⁵⁵				1594			
20006	TibetanBatang	dry	dry	ka⁵⁵mbᴜ⁵³	k a ⁵⁵ ◦ m b ᴜ ⁵³	- k a ( ⁵⁵ ) ◦ m ( - - b ᴜ ⁵³ )	!			1092			
20229	TibetanXiahe	dry	dry	hka mbo	h k a _ m b o	h k a ( - ) _ m ( - - b o - )	!			1092			
33409	TibetoKinauriRongpo	coarse, dry	dry	rukɔ	r u k ɔ	r u k ɔ				469			
20359	TibetanAlike	dry	dry	rkam bo	r k a m _ b o	r k a ( - ) - m ( - _ b o - )	!			1092			
36244	SiniticGuangzhou	dry	dry	kɔn⁵⁵	k ɔ n ⁵⁵	k ɔ n ⁵⁵			幹	1636	48	乾	dry-48
36246	SiniticLonggang		dry	kɔn³³	k ɔ n ³³	k ɔ n ³³				1636	48	乾	dry-48
36247	SiniticJieyang		dry	ta³³	t a ³³	t a ³³				1637	150	囗	dry-150
37561	NagaUkhrul	dry	dry	kʰə-mə-tʰen	kʰ ə + m ə + tʰ e n	kʰ ə + m ə + tʰ e n				2035			
37771	KirantiHayu	dry (of earth) (adj)	dry	soːso	s oː s o	s oː - ( - - - s o )				976			
21659	DengYidu	dry	dry	ɕɑŋ³⁵	ɕ ɑ ŋ ³⁵	ɕ ɑ ŋ ³⁵				2272			
21801	QiangicZhaba	dry	dry	tʂy³³tʂy⁵⁵	tʂ y ³³ ◦ tʂ y ⁵⁵	tʂ y ³³ ◦ tʂ y ⁵⁵				2297			
36245	SiniticChaozhou		dry	ta³³	t a ³³	t a ³³				1637	150	囗	dry-150
23815	TaniBokar	dry	dry	ɕen	ɕ e n	ɕ e n				2743			
23826	LoloishLisu	dry	dry	dʒu̱³³	dʒ u̱ ³³	dʒ u̱ ³³				2748			
38350	Karbi		dry	krèng	k r è ng		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «kreng(hak)[...]» (page: 261)			10346			
31591	KhroskyabsWobzi		dry	zbî	z b î	z b î -				1199			
34448	BurmishAchang	dry	dry	səʔ⁵⁵	s ə ʔ ⁵⁵	s ə ʔ ⁵⁵				1369	1036		dry
34450	BurmishBola	dry	dry	kja̱uʔ⁵⁵	k j a̰ u ʔ ⁵⁵	k j a̰ u ʔ ⁵⁵				220	232		dry
34229	BurmishAtsi	dry	dry	xui⁵⁵	x u i ⁵⁵	x u i ⁵⁵				1007	233		dry
36243	SiniticBeijing	dry	dry	kan⁵⁵	k a n ⁵⁵	k a n ⁵⁵			幹	1636	48	幹	dry-48
33187	TibetoKinauriByangsi	dry (from the state of being wet)	dry	phoda	pʰ o d a	pʰ o d a				335			
32405	KirantiThulung		dry	saʈpa	s a ʈ p a	s a ʈ ( p a )				1369			
30803	SiniticOldChinese		dry	kˤar	kˤ a r	kˤ a r -			干	1636		乾	dry-48
31065	BurmishOldBurmese		dry	khro₂k	kh r o₂ k	kh r - o₂ k -				220			
31302	rGyalrongJaphug		dry	rom	r o m	- - - r o m ( - - - )				993			
31309	rGyalrongJaphug		dry	spɯ	s p ɯ	s p ɯ				3703			
31845	ChepangChepang	dry	dry	sot-	s o t	s o t ( - - )				1369			
32109	GaroGaro	dry; thirsty (vi)	dry	ran•-a	r a n ʔ + a	r a n ʔ + a				3934			
32682	ChinHakha	dry (adj.)	dry	1. a ro, a carmi;	r à w + r ǎ w	r à w + r ǎ w	[full entry: 2. lung a tho lomi, ngaih a nuam lomi; e.g. His sermon is dry = A phungchim mi lung a tho lo, ngaih a nuam lo.]			1253			
#
33075	TibetoKinauriBunan	early	early	ŋaj	ŋ a j	- ŋ a j - ( - - - - )	Comment (by Widmer2014): «WT snga»	tib[sŋa]		29795			
17023	JingphoJingpho	early	early	tʃau³³	tʃ a u ³³	tʃ a u ³³	WB caw. LS	Burm		29826			
17186	BodicTshangla	early	early	bet pe	b e t _ p e	b e t _ p e				566			
33639	KirantiKulung	soon, early. (adv.)	early	nus	n u s	n u s				616			
33896	KirantiBantawa	early	early	rimrim	r i m r i m	r i m r i m				767			
18032	rGyalrongMaerkang	early	early	kə nə phso	k ə _ n ə _ ph s o	( - - - - - k ə _ ) n ə _ ph s o ( - - )	!			991			
34897	BurmishAchang	early	early	nɔʔ⁵⁵	n ɔ ʔ ⁵⁵	( - - - ) n ɔ ʔ ⁵⁵ ( - - )				1131	35		early
35040	BurmishAtsi	early	early	noʔ²¹	n o ʔ ²¹	( - - - ) n o ʔ ²¹ ( - - )				1131	35		early
35174	BurmishLashi	early	early	nɔːʔ⁵⁵	n ɔː ʔ ⁵⁵	( - - - ) n ɔː ʔ ⁵⁵ ( - - )				1131	35		early
35227	BurmishXiandao	early	early	nɔʔ⁵⁵	n ɔ ʔ ⁵⁵	( - - - ) n ɔ ʔ ⁵⁵ ( - - )				1131	35		early
35285	BurmishBola	early	early	naʔ⁵⁵	n a ʔ ⁵⁵	( - - - ) n a ʔ ⁵⁵ ( - - )				1131	35		early
19319	rGyalrongDaofu	early	early	də ɕva	d ə + ɕ v a	( - - d ə + - - - ) - - - ɕ v a ( - - )	!			991			
35916	MizoLushai	early	early	rang	r a ŋ	r a ŋ				1257			
19748	NungicDulong	early	early	dzɔʔ⁵⁵	dz ɔ ʔ ⁵⁵	dz ɔ ʔ ⁵⁵				29745			
36248	SiniticBeijing	early	early	tsao²¹⁴	ts ɑ o ²¹⁴	( - - - ) ts ɑ o ²¹⁴			早	1638	55	早	early-55
36250	SiniticChaozhou		early	tsa⁵³	ts a ⁵³	( - - - ) ts - a ⁵³				1638	55	早	early-55
36251	SiniticLonggang		early	tsau³²	ts a u ³²	( - - - ) ts a u ³²				1638	55	早	early-55
36252	SiniticJieyang		early	tsa³¹	ts a ³¹	( - - - ) ts - a ³¹				1638	55	早	early-55
36253	SiniticXingning		early	tsɑɔ²¹	ts ɑ ɔ ²¹	( - - - ) ts ɑ ɔ ²¹				1638	55	早	early-55
19998	TibetanBatang	early	early	ŋ̊a⁵³	ŋ̊ a ⁵³	- ŋ̊ a - ⁵³ ( - - - - )				259			
20250	TibetanAlike	early	early	rŋæ	r ŋ æ	r ŋ æ - - ( - - - - )	!			259			
36249	SiniticGuangzhou	early	early	tsou³⁵	ts o u ³⁵	( - - - ) ts o u ³⁵			早	1638	55	早	early-55
21626	DengYidu	early	early	e⁵⁵nɑ⁵⁵	e ⁵⁵ ◦ n ɑ ⁵⁵	( e ⁵⁵ ◦ ) n ɑ - ⁵⁵ ( - - )				1131			
21793	QiangicZhaba	early	early	tə⁵⁵ra⁵⁵	t ə ⁵⁵ ◦ r a ⁵⁵	t ə ⁵⁵ ◦ r a ⁵⁵				2295			
21984	LoloishLisu	early	early	nɛ̱³¹	n ɛ̱ ³¹	( - - - ) n ɛ̱ - ³¹ ( - - )				1131			
22587	TibetanXiahe	early	early	hŋa	h ŋ a	h ŋ a - - ( - - - - )				259			
23808	TaniBokar	early	early	kum tɕi	k u m + tɕ i	k u m + tɕ i				2740			
38459	Karbi		early	+dàp	+ d à p		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «serak» (page: 262)			10505			
24994	TibetanLhasa	early	early	ŋa⁵⁵po⁵⁵	ŋ a ⁵⁵ ◦ p o ⁵⁵	- ŋ a - ⁵⁵ ( ◦ p o ⁵⁵ )				259			
31594	KhroskyabsWobzi		early	nvsê	n v s ê	( - - - - - - - - ) n - - v s ê ( - - )				991			
25786	rGyalrongJaphug	early	early	nɯmtɕi	n ɯ m tɕ i	( - - - - - - - - ) n ɯ - m tɕ i ( - - )				991			
38619	Rabha	adv. early	early	tʃʰéŋ	tʃʰ é ŋ					10504			
34947	BurmishMaru	early	early	nɔʔ⁵⁵	n ɔ ʔ ⁵⁵	( - - - ) n ɔ ʔ ⁵⁵ ( - - )				1131	35		early
34979	BurmishRangoon	early	early	sɔ⁵⁵	s ɔ ⁵⁵	s ɔ ⁵⁵ -				1586	36		early
35915	MizoLushai	early	early	hma	m̥ a	m̥ a				1474			
37772	KirantiHayu	soon, early (adv)	early	naːna	n aː n a	( - - - ) n aː - - ( n a )				1131			
37562	NagaUkhrul	early (be v.)	early	kə-tʰor	k ə + tʰ o r	k ə + tʰ o r				3317			
30519	KirantiKhaling		early	ʔʌʣōː	ʔ ʌ ʣ ōː	ʔ ʌ ʣ ōː				3563			
32406	KirantiThulung		early	nemso:so:	n e m s oː s oː	( n e - - - - - - ) - - - m s oː ( s oː )				29774			
30806	SiniticOldChinese		early	ɴətsˤuʔ	ɴ ə + tsˤ u ʔ	( ɴ ə + ) tsˤ - u ʔ			早	1638		早	_Nə-prefix early-?
15407	DengDarangTaraon	early	early	ɑ³¹nɑ⁵³	ɑ ³¹ ◦ n ɑ ⁵³	( ɑ ³¹ ◦ ) n ɑ - ⁵³ ( - - )				1131			
31848	ChepangChepang	early (<N sabera)	early	səy.bhər	s ə j + bʱ ə r	s ə j + bʱ ə r				3805			
32113	GaroGaro	early; quickly (adv)	early	ta-ra-ta-ri	t a r a t a r i	t a r a t a r i				3935			
32367	TibetanOldTibetan		early	sŋa	s ŋ a	s ŋ a - - ( - - - - )				259			
32684	ChinHakha	early (adv.)	early	tuante ah;	t u a n t e	t u a n t e	[full entry: e.g. He gets up early in the morning = Zinglei ah tuante in a tho.]			4123			
#
32977	TibetoKinauriBunan	eight	eight	gej	g e j	( - - - - - - - ) - - - - g - e j - - ( - - ) - -	Comment (by Widmer2014): «ZZ gyad / PTB *gyat»	tib[brgyad]		29786			
33410	TibetoKinauriRongpo	eight	eight	a:Th, a:T	aː ʈh	aː ʈh		nepali		29828			
33902	KirantiBantawa	?questionable	eight	lek-ka	l e k + k a	l e k + ( k a )				770			
34507	BurmishLashi	eight	eight	ʃɛ̱t⁵⁵	ʃ ɛ̰ t ⁵⁵	( - - - - - - - ) - - - - ʃ - ɛ̰ - - t ( - ⁵⁵ ) - -				183	247		eight
34508	BurmishMaru	eight	eight	ʃɛʔ⁵⁵	ʃ ɛ ʔ ⁵⁵	( - - - - - - - ) - - - - ʃ - ɛ - - ʔ ( - ⁵⁵ ) - -				183	247		eight
34509	BurmishXiandao	eight	eight	çɛʈ⁵⁵	ç ɛ ʈ ⁵⁵	( - - - - - - - ) - - - - ç - ɛ - - ʈ ( - ⁵⁵ ) - -				183	247		eight
18214	TibetanLhasa	eight	eight	cɛ¹³²	c ɛ ¹³²	( - - - - - - - ) - - - - c - ɛ - - - ( - ¹³² ) - -				183			
34691	BurmishRangoon		eight	ɕiʔ⁴	ɕ i ʔ ⁴	( - - - - - - - ) - - - - ɕ - i - - ʔ ( - ⁴ ) - -				183	247		eight
33188	TibetoKinauriByangsi	eight	eight	jɛdɛ	j/dʒ ɛ d ɛ	( - - - - - - - ) - - - - j/dʒ - ɛ - - d ( ɛ - ) - -				183			
2563	TibetanOldTibetan		eight	brgʲad	b r gʲ a d	( - - - - - - - ) b - - r gʲ - a - - d ( - - ) - -				183			
2592	rGyalrongJaphug		eight	kɯrcat	k ɯ r c a t	( - - - - - k ɯ ) - - - r c - a - - t ( - - ) - -				183			
35392	BurmishAchang	eight	eight	ɕet⁵⁵	ɕ e t ⁵⁵	( - - - - - - - ) - - - - ɕ - e - - t ( - ⁵⁵ ) - -				183	247		eight
19155	rGyalrongDaofu	eight	eight	rjɛ	r j ɛ	( - - - - - - - ) - - - r j - ɛ - - - ( - - ) - -				183			
35722	KirantiBahing	eight (num)	eight	ja	j a	( - - - - - - - ) - - - - j - a - - - ( - - ) - -				183			
19827	NungicDulong	eight	eight	çɑt⁵⁵	ç ɑ t ⁵⁵	( - - - - - - - ) - - - - ç - ɑ - - t ( - ⁵⁵ ) - -				183			
19858	TibetanBatang	eight	eight	dʑɛʔ⁵³	dʑ ɛ ʔ ⁵³	( - - - - - - - ) - - - - dʑ - ɛ - - ʔ ( - - ) ⁵³ -				183			
36254	SiniticBeijing		eight	pa⁵⁵	p a ⁵⁵	( - - - - - - - ) p - - - - - a - - - ( - - ) - ⁵⁵				183	170	八	eight-170
36255	SiniticGuangzhou		eight	pat³	p a t ³	( - - - - - - - ) p - - - - - a - - t ( - - ) - ³				183	170	八	eight-170
36256	SiniticChaozhou		eight	poiʔ²	p o i ʔ ²	( - - - - - - - ) p - - - - - o - i ʔ ( - - ) - ²				183	170	八	eight-170
36257	SiniticLonggang		eight	pat³	p a t ³	( - - - - - - - ) p - - - - - a - - t ( - ³ ) - -				183	170	八	eight-170
36258	SiniticJieyang		eight	poiʔ²	p o i ʔ ²	( - - - - - - - ) p - - - - - o - i ʔ ( - - ) - ²				183	170	八	eight-170
36259	SiniticXingning		eight	paʔʲ²	p a ʔʲ ²	( - - - - - - - ) p - - - - - a - - ʔʲ ( - - ) - ²				183	170	八	eight-170
19829	TibetanXiahe	eight	eight	dʑal	dʑ a l	( - - - - - - - ) - - - - dʑ - a - - l ( - - ) - -				183			
21730	DengDarangTaraon	eight	eight	liɯm³⁵	l i ɯ m ³⁵	- - - l i ɯ m ³⁵				2282			
38119	Tangut		eight	jar	j a r					183		八	
21831	BodicTshangla	eight	eight	jen	j e n	( - - - - - - - ) - - - - j - e - - n ( - - ) - -				183			
22081	rGyalrongMaerkang	eight	eight	wə rjɑt	w ə _ r j ɑ t	( - - - - - - - ) w ə _ r j - ɑ - - t ( - - ) - -				183			
22903	QiangicZhaba	eight	eight	ɟje⁵⁵	ɟ j e ⁵⁵	( - - - - - - - ) - - - - ɟ j e - - - ( - ⁵⁵ ) - -	?			183			
33903	KirantiBantawa		eight	rek-wa	r e k + w a	r e k + ( w a )				770			
23632	TaniBokar	eight	eight	piː ȵi	p iː + ȵ i	( - - - - - - - ) p iː + - ȵ - i - - - ( - - ) - -	!			183			
38445	Karbi		eight	nerkēp	n e r k ē p		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «nirkep» (page: 263)			10350			
24465	LoloishLisu	eight	eight	hẽ̱³¹	h ẽ̱ ∼ ³¹	h ẽ̱ ∼ ³¹				2891			
24615	TibetanAlike	eight	eight	wdʑat	w dʑ a t	( - - - - - - - ) w - - - dʑ - a - - t ( - - ) - -	!			183			
31599	KhroskyabsWobzi		eight	vjɑ́	v j ɑ́	( - - - - - - - ) v - - - j - ɑ́ - - - ( - - ) - -				183			
34503	BurmishAtsi	eight	eight	ʃit⁵⁵	ʃ i t ⁵⁵	( - - - - - - - ) - - - - ʃ - i - - t ( - ⁵⁵ ) - -				183	247		eight
20851	DengYidu	eight	eight	i⁵⁵lioŋ³⁵	i ⁵⁵ ◦ l i o ŋ ³⁵	i ⁵⁵ ◦ l i o ŋ ³⁵				2282			
37563	NagaUkhrul	eight	eight	ci-ʃat	c i + ʃ a t	( - - - c i - + ) - - - - ʃ - a - - t ( - - ) - -				183			
35917	MizoLushai	eight	eight	pariat	p a r i a t	( - - - - - - - ) p a - r i - a - - t ( - - ) - -				183			
30812	SiniticOldChinese		eight	pˤret	pˤ r e t	( - - - - - - - ) pˤ - - r - - e - - t ( - - ) - -			八	183		八	eight-170
31066	BurmishOldBurmese		eight	rhyat	rh j a t	( - - - - - - - ) - - - rh j - a - - t ( - - ) - -				183			
32118	GaroGaro	eight (num)	eight	-chet	ch e t	( - - - - - - - ) - - - - ch - e - - t ( - - ) - -				183			
