ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
1009	Kalkutung	kalk1246	ASH		pumpa	p u m p a	p u m p a	P V M P V	P Y M P A	ASH:431	431
1010	Gamilaraay	gami1243	ASH		giran	g i r a n	g i r a n	K V R V N	K I R A N	ASH:460	460
1011	Karadjeri	kara1476	ASH		pulkaɹu	p u l k a ɹ u	p u l k a r u	P V R K V R V	P Y L K A R Y	ASH:441	441
1015	Kartujarra	kart1247	ASH		cuɳpa	c u ɳ p a	T u n p a	K V N P V	C Y N P A	ASH:462	462
1016	Kaurna	kaur1267	ASH		buʈa	b u ʈ a	b u t a	P V T V	P Y T A	ASH:446	446
1020	Kukatja	kuka1246	ASH		kawaɳ	k a w a ɳ	k a w a n	K V W V N	K A W A N	ASH:502	502
1021	Kuku-Yalanji	kuku1273	ASH		nulu	n u l u	n u l u	N V R V	N Y L Y	ASH:493	493
1026	Gurdjar	gurd1238	ASH		noːŋ	n oː ŋ	n o N	N V N	N U N	ASH:491	491
1027	Kuuku-Ya'u	kuuk1238	ASH		puɹka	p u ɹ k a	p u r k a	P V R K V	P Y R K A	ASH:483	483
1029	Kala Lagaw Ya	kala1377	ASH		tibi	t i b i	t i b i	T V P V	T I P I	ASH:435	435
1030	Kala Lagaw Ya	kala1377	ASH		kunaɹ	k u n a ɹ	k u n a r	K V N V R	K Y N A R	ASH:435	435
1036	Margany	marg1253	ASH		bud̪a	b u d̪ a	b u d a	P V T V	P Y T A	ASH:446	446
1037	Martu Wangka	mart1256	ASH		cuɳpa	c u ɳ p a	T u n p a	K V N P V	C Y N P A	ASH:462	462
1046	Mudburra	mudb1240	ASH		wubːa	w u bː a	w u b a	W V P V	W Y P A	ASH:434	434
1048	Muruwari	muru1266	ASH		put̪a	p u t̪ a	p u t a	P V T V	P Y T A	ASH:446	446
1051	Ngaanyatjarra	ngaa1240	ASH		tcuɳpa	t c u ɳ p a	t T u n p a	T K V N P V	T C Y N P A	ASH:462	462
1053	Lower Riverland	lowe1402	ASH		putko	p u t k o	p u t k o	P V T K V	P Y T K U	ASH:483	483
1054	Ngamini	ngam1284	ASH		tuɹpa	t u ɹ p a	t u r p a	T V R P V	T Y R P A	ASH:447	447
1056	Ngarinman	ngar1235	ASH		liɲaɖ	l i ɲ a ɖ	l i H a d	R V N V T	L I N A T	ASH:452	452
1058	Ngarluma	ngar1287	ASH		miriɲ	m i r i ɲ	m i r i H	M V R V N	M I R I N	ASH:484	484
1059	Narrinyeri	narr1259	ASH		wirace	w i r a c e	w i r a T e	W V R V K V	W I R A C E	ASH:458	458
1066	Northern Coastal Nyangumarta	nort2754	ASH		puɳta	p u ɳ t a	p u n t a	P V N T V	P Y N T A	ASH:473	473
1067	Nyamal	nyam1271	ASH		cunpa	c u n p a	T u n p a	K V N P V	C Y N P A	ASH:462	462
1068	Nyangumarta	nyan1301	ASH		cuɳpa	c u ɳ p a	T u n p a	K V N P V	C Y N P A	ASH:462	462
1069	Nyunga	nyun1247	ASH		buŋa	b u ŋ a	b u N a	P V N V	P Y N A	ASH:442	442
1070	Paakantyi	darl1243	ASH		balba	b a l b a	b a l b a	P V R P V	P A L P A	ASH:439	439
1073	Panytyima	pany1241	ASH		ŋari	ŋ a r i	N a r i	N V R V	N A R I	ASH:472	472
1074	Banggarla	bang1339	ASH		muru	m u r u	m u r u	M V R V	M Y R Y	ASH:444	444
1075	Bayungu	bayu1240	ASH		ŋari	ŋ a r i	N a r i	N V R V	N A R I	ASH:472	472
1080	Pitjantjatjara	pitj1243	ASH		tiːtiː	t iː t iː	t i t i	T V T V	T I T I	ASH:432	432
1081	Pitta Pitta	pitt1247	ASH		pun̪u	p u n̪ u	p u n u	P V N V	P Y N Y	ASH:445	445
1083	Ritarungo	rita1239	ASH		ganuʔ	g a n u ʔ	g a n u 7	K V N V H	K A N Y H	ASH:433	433
1084	Dhalandji	dhal1245	ASH		ŋari	ŋ a r i	N a r i	N V R V	N A R I	ASH:472	472
1085	Dhargari	dhar1247	ASH		ciwa	c i w a	T i w a	K V W V	C I W A	ASH:481	481
1088	Wagaya	waga1260	ASH		n̪anːgun̪anːgu	n̪ a nː g u n̪ a nː g u	n a n g u n a n g u	N V N K V N V N K V	N A N K Y N A N K Y	ASH:470	470
1095	Ngura	ngur1261	ASH		ginda	g i n d a	g i n d a	K V N T V	K I N T A	ASH:447	447
1101	Warlpiri	warl1254	ASH		jaɳanti	j a ɳ a n t i	y a n a n t i	J V N V N T V	J A N A N T I	ASH:443	443
1103	Wanman	wanm1242	ASH		cuɳpa	c u ɳ p a	T u n p a	K V N P V	C Y N P A	ASH:462	462
1104	Wariyangga	wari1262	ASH		ŋari	ŋ a r i	N a r i	N V R V	N A R I	ASH:472	472
1105	Warumungu	waru1265	ASH		wupːa	w u pː a	w u p a	W V P V	W Y P A	ASH:434	434
1107	Wathawurrung	wath1238	ASH		manal	m a n a l	m a n a l	M V N V R	M A N A L	ASH:456	456
1111	Wik-Mungkan	wikm1247	ASH		t̪um_kuɹk	t̪ u m k u ɹ k	t u m k u r k	T V M K V R K	T Y M K Y R K	ASH:482	482
1112	Wiradhuri	wira1262	ASH		d̪aːguːn	d̪ aː g uː n	d a g u n	T V K V N	T A K Y N	ASH:467	467
1113	Wirangu-Nauo	wira1260	ASH		mabaɭa	m a b a ɭ a	m a b a L a	M V P V R V	M A P A L A	ASH:453	453
1117	Yan-nhangu	yann1237	ASH		muŋa	m u ŋ a	m u N a	M V N V	M Y N A	ASH:438	438
1118	Yandruwandha	yand1253	ASH		mudu	m u d u	m u d u	M V T V	M Y T Y	ASH:444	444
1120	Yawarawarga	yawa1258	ASH		makapuda	m a k a p u d a	m a k a p u d a	M V K V P V T V	M A K A P Y T A	ASH:446	446
1122	Yindjibarndi	yind1247	ASH		jiwaɖa	j i w a ɖ a	y i w a d a	J V W V T V	J I W A T A	ASH:501	501
1124	Yorta Yorta	yort1237	ASH		banaru	b a n a r u	b a n a r u	P V N V R V	P A N A R Y	ASH:465	465
1126	Yulparitja	yulp1238	ASH		cuɳpa	c u ɳ p a	T u n p a	K V N P V	C Y N P A	ASH:462	462
1127	Yuwaalaraay	yuwa1242	ASH		giran	g i r a n	g i r a n	K V R V N	K I R A N	ASH:460	460
1128	Adnyamathanha	adny1235	AT		ŋa	ŋ a	N a	N V	N A	AT:527	527
1132	Dhangu	dhan1270	AT		ŋa	ŋ a	N a	N V	N A	AT:527	527
1133	Dhuwal	dhuw1249	AT		ŋa	ŋ a	N a	N V	N A	AT:527	527
1135	Dieri	dier1241	AT		ŋu	ŋ u	N u	N V	N Y	AT:523	523
1136	Dyaabugay	dyaa1242	AT		la	l a	l a	R V	L A	AT:516	516
1137	Djambarrpuyngu	djam1256	AT		ŋuɹ	ŋ u ɹ	N u r	N V R	N Y R	AT:526	526
1139	Djinang	djin1253	AT		baɹgi	b a ɹ g i	b a r g i	P V R K V	P A R K I	AT:527	527
1141	Gamilaraay	gami1243	AT		ga	g a	g a	K V	K A	AT:1	1
1144	Kumbainggar	kumb1268	AT		a	a	a	V	A	AT:516	516
1146	Gupapuyngu	gupa1247	AT		ŋuɹa	ŋ u ɹ a	N u r a	N V R V	N Y R A	AT:526	526
1147	Sydney	sydn1236	AT		wɔ	w ɔ	w o	W V	W U	AT:1	1
1148	Jaru	jaru1254	AT		la	l a	l a	R V	L A	AT:516	516
1151	Djiwarli	djiw1241	AT		a	a	a	V	A	AT:516	516
1152	Kalkutung	kalk1246	AT		t̪i	t̪ i	t i	T V	T I	AT:522	522
1153	Gamilaraay	gami1243	AT		ga	g a	g a	K V	K A	AT:1	1
1154	Karadjeri	kara1476	AT		ŋga	ŋ g a	N g a	N K V	N K A	AT:522	522
1156	Kartujarra	kart1247	AT		ŋka	ŋ k a	N k a	N K V	N K A	AT:523	523
1158	Kukatja	kuka1246	AT		tcanitcura	t c a n i t c u r a	t T a n i t T u r a	T K V N V T K V R V	T C A N I T C Y R A	AT:1	1
1159	Gurdjar	gurd1238	AT		npilaɲ	n p i l a ɲ	n p i l a H	N P V R V N	N P I L A N	AT:1	1
1160	Gurdjar	gurd1238	AT		lmpilaɲ	l m p i l a ɲ	l m p i l a H	R M P V R V N	L M P I L A N	AT:1	1
1161	Kala Lagaw Ya	kala1377	AT		nu	n u	n u	N V	N Y	AT:514	514
1164	Martu Wangka	mart1256	AT		ca	c a	T a	K V	C A	AT:522	522
1170	Muruwari	muru1266	AT		a	a	a	V	A	AT:1	1
1172	Ngarinman	ngar1235	AT		la_ŋka_ka_ca_kula	l a ŋ k a k a c a k u l a	l a N k a k a T a k u l a	R V N K V K V K V K V R V	L A N K A K A C A K Y L A	AT:1	1
1174	Ngarluma	ngar1287	AT		buwi	b u w i	b u w i	P V W V	P Y W I	AT:524	524
1175	Narrinyeri	narr1259	AT		an	a n	a n	V N	A N	AT:517	517
1178	Northern Coastal Nyangumarta	nort2754	AT		ŋi	ŋ i	N i	N V	N I	AT:522	522
1179	Nyamal	nyam1271	AT		ŋu	ŋ u	N u	N V	N Y	AT:1	1
1180	Nyangumarta	nyan1301	AT		ŋa	ŋ a	N a	N V	N A	AT:522	522
1181	Nyunga	nyun1247	AT		jeaɹuŋeɹ_jukie	j e a ɹ u ŋ e ɹ j u k i e	y e a r u N e r y u k i e	J V V R V N V R J V K V V	J E A R Y N E R J Y K I E	AT:1	1
1182	Paakantyi	darl1243	AT		ka	k a	k a	K V	K A	AT:524	524
1183	Panytyima	pany1241	AT		ka	k a	k a	K V	K A	AT:1	1
1184	Bayungu	bayu1240	AT		a	a	a	V	A	AT:516	516
1185	Pitjantjatjara	pitj1243	AT		ŋka	ŋ k a	N k a	N K V	N K A	AT:523	523
1186	Pitta Pitta	pitt1247	AT		ina	i n a	i n a	V N V	I N A	AT:521	521
1187	Ritarungo	rita1239	AT		ŋaɹa	ŋ a ɹ a	N a r a	N V R V	N A R A	AT:526	526
1188	Dhalandji	dhal1245	AT		a	a	a	V	A	AT:516	516
1189	Dhargari	dhar1247	AT		da	d a	d a	T V	T A	AT:525	525
1194	Ngura	ngur1261	AT		laŋa	l a ŋ a	l a N a	R V N V	L A N A	AT:516	516
1196	Warlpiri	warl1254	AT		ŋka	ŋ k a	N k a	N K V	N K A	AT:523	523
1198	Wanman	wanm1242	AT		ŋka	ŋ k a	N k a	N K V	N K A	AT:523	523
1199	Wariyangga	wari1262	AT		da	d a	d a	T V	T A	AT:525	525
1200	Wiradhuri	wira1262	AT		da	d a	d a	T V	T A	AT:525	525
1201	Wirangu-Nauo	wira1260	AT		ŋa	ŋ a	N a	N V	N A	AT:527	527
1203	Yan-nhangu	yann1237	AT		ŋka	ŋ k a	N k a	N K V	N K A	AT:527	527
1204	Yandruwandha	yand1253	AT		ji	j i	y i	J V	J I	AT:518	518
1205	Yindjibarndi	yind1247	AT		ɖa	ɖ a	d a	T V	T A	AT:525	525
1206	Yulparitja	yulp1238	AT		ca	c a	T a	K V	C A	AT:522	522
1207	Yuwaalaraay	yuwa1242	AT		ga	g a	g a	K V	K A	AT:1	1
1208	Adnyamathanha	adny1235	BACK		ititi	i t i t i	i t i t i	V T V T V	I T I T I	BACK:549	549
1210	Alyawarr	alya1239	BACK		aʈep	a ʈ e p	a t e p	V T V P	A T E P	BACK:571	571
1211	Alyawarr	alya1239	BACK		ahencahenc	a h e n c a h e n c	a h e n T a h e n T	V H V N K V H V N K	A H E N C A H E N C	BACK:571	571
1212	Arabana	arab1267	BACK		kuku	k u k u	k u k u	K V K V	K Y K Y	BACK:541	541
1216	Yugambeh-Bandjalang	band1339	BACK		mubaɹ_j	m u b a ɹ j	m u b a r y	M V P V R J	M Y P A R J	BACK:582	582
1217	Yugambeh-Bandjalang	band1339	BACK		muli_g	m u l i g	m u l i g	M V R V K	M Y L I K	BACK:582	582
1218	Yugambeh-Bandjalang	band1339	BACK		w	w	w	W	W	BACK:582	582
1219	Yugambeh-Bandjalang	band1339	BACK		mulih_c	m u l i h c	m u l i h T	M V R V H K	M Y L I H C	BACK:582	582
1220	Yugambeh-Bandjalang	band1339	BACK		giɹaɹ_we	g i ɹ a ɹ w e	g i r a r w e	K V R V R W V	K I R A R W E	BACK:582	582
1229	Dhangu	dhan1270	BACK		buɳɖalŋu	b u ɳ ɖ a l ŋ u	b u n d a l N u	P V N T V R N V	P Y N T A L N Y	BACK:535	535
1231	Sydney	sydn1236	BACK		boːʔjoː	b oː ʔ j oː	b o 7 y o	P V H J V	P U H J U	BACK:564	564
1236	Dhuwal	dhuw1249	BACK		muta	m u t a	m u t a	M V T V	M Y T A	BACK:532	532
1238	Dieri	dier1241	BACK		kuldu	k u l d u	k u l d u	K V R T V	K Y L T Y	BACK:606	606
1239	Dyaabugay	dyaa1242	BACK		mudu	m u d u	m u d u	M V T V	M Y T Y	BACK:537	537
1240	Djambarrpuyngu	djam1256	BACK		muta	m u t a	m u t a	M V T V	M Y T A	BACK:532	532
1242	Djinang	djin1253	BACK		bur_guŋi	b u r g u ŋ i	b u r g u N i	P V R K V N V	P Y R K Y N I	BACK:536	536
1247	Gamilaraay	gami1243	BACK		bawa	b a w a	b a w a	P V W V	P A W A	BACK:565	565
1253	Kumbainggar	kumb1268	BACK		jiːba	j iː b a	y i b a	J V P V	J I P A	BACK:581	581
1257	Gupapuyngu	gupa1247	BACK		muta	m u t a	m u t a	M V T V	M Y T A	BACK:532	532
1258	Gurindji	guri1247	BACK		paɳtawuru	p a ɳ t a w u r u	p a n t a w u r u	P V N T V W V R V	P A N T A W Y R Y	BACK:540	540
1262	Guyani	guya1249	BACK		miliɹi	m i l i ɹ i	m i l i r i	M V R V R V	M I L I R I	BACK:551	551
1263	Sydney	sydn1236	BACK		gɔɹubul	g ɔ ɹ u b u l	g o r u b u l	K V R V P V R	K U R Y P Y L	BACK:1	1
1264	Jaru	jaru1254	BACK		naɹa	n a ɹ a	n a r a	N V R V	N A R A	BACK:554	554
1266	Djiwarli	djiw1241	BACK		cimbi	c i m b i	T i m b i	K V M P V	C I M P I	BACK:577	577
1269	Gamilaraay	gami1243	BACK		bo	b o	b o	P V	P U	BACK:564	564
1270	Karadjeri	kara1476	BACK		baɭaɹ	b a ɭ a ɹ	b a L a r	P V R V R	P A L A R	BACK:546	546
1274	Kartujarra	kart1247	BACK		murpu	m u r p u	m u r p u	M V R P V	M Y R P Y	BACK:560	560
1280	Kukatja	kuka1246	BACK		galga	g a l g a	g a l g a	K V R K V	K A L K A	BACK:528	528
1281	Kuku-Yalanji	kuku1273	BACK		muku	m u k u	m u k u	M V K V	M Y K Y	BACK:538	538
1287	Gurdjar	gurd1238	BACK		poːeɖ	p oː e ɖ	p o e d	P V V T	P U E T	BACK:597	597
1288	Gurdjar	gurd1238	BACK		moːkimer	m oː k i m e r	m o k i m e r	M V K V M V R	M U K I M E R	BACK:597	597
1289	Kuuku-Ya'u	kuuk1238	BACK		muci	m u c i	m u T i	M V K V	M Y C I	BACK:553	553
1291	Kala Lagaw Ya	kala1377	BACK		kala	k a l a	k a l a	K V R V	K A L A	BACK:534	534
1297	Martu Wangka	mart1256	BACK		caɳa	c a ɳ a	T a n a	K V N V	C A N A	BACK:530	530
1314	Muruwari	muru1266	BACK		biɭa	b i ɭ a	b i L a	P V R V	P I L A	BACK:567	567
1317	Ngaanyatjarra	ngaa1240	BACK		wiʈapi	w i ʈ a p i	w i t a p i	W V T V P V	W I T A P I	BACK:529	529
1320	Lower Riverland	lowe1402	BACK		kampko	k a m p k o	k a m p k o	K V M P K V	K A M P K U	BACK:603	603
1321	Ngamini	ngam1284	BACK		kuldɹu	k u l d ɹ u	k u l d r u	K V R T R V	K Y L T R Y	BACK:567	567
1325	Ngarluma	ngar1287	BACK		muru	m u r u	m u r u	M V R V	M Y R Y	BACK:576	576
1326	Narrinyeri	narr1259	BACK		toli	t o l i	t o l i	T V R V	T U L I	BACK:558	558
1332	Northern Coastal Nyangumarta	nort2754	BACK		piɳtiɭ	p i ɳ t i ɭ	p i n t i L	P V N T V R	P I N T I L	BACK:566	566
1333	Nyamal	nyam1271	BACK		muru	m u r u	m u r u	M V R V	M Y R Y	BACK:576	576
1335	Nyunga	nyun1247	BACK		gambu	g a m b u	g a m b u	K V M P V	K A M P Y	BACK:603	603
1336	Paakantyi	darl1243	BACK		ɖaɳa	ɖ a ɳ a	d a n a	T V N V	T A N A	BACK:530	530
1341	Bayungu	bayu1240	BACK		miga	m i g a	m i g a	M V K V	M I K A	BACK:570	570
1343	Pitjantjatjara	pitj1243	BACK		tcana	t c a n a	t T a n a	T K V N V	T C A N A	BACK:530	530
1344	Pitta Pitta	pitt1247	BACK		kuku	k u k u	k u k u	K V K V	K Y K Y	BACK:541	541
1345	Ritarungo	rita1239	BACK		diltci	d i l t c i	d i l t T i	T V R T K V	T I L T C I	BACK:532	532
1346	Dhalandji	dhal1245	BACK		miga	m i g a	m i g a	M V K V	M I K A	BACK:570	570
1347	Dhargari	dhar1247	BACK		ciɭi	c i ɭ i	T i L i	K V R V	C I L I	BACK:578	578
1350	Wagaya	waga1260	BACK		toːɹaba	t oː ɹ a b a	t o r a b a	T V R V P V	T U R A P A	BACK:545	545
1356	Ngura	ngur1261	BACK		wita	w i t a	w i t a	W V T V	W I T A	BACK:529	529
1362	Wanman	wanm1242	BACK		murpu	m u r p u	m u r p u	M V R P V	M Y R P Y	BACK:560	560
1364	Warumungu	waru1265	BACK		kaʈtuŋka	k a ʈ t u ŋ k a	k a t t u N k a	K V T T V N K V	K A T T Y N K A	BACK:533	533
1366	Wathawurrung	wath1238	BACK		wuluɳ	w u l u ɳ	w u l u n	W V R V N	W Y L Y N	BACK:559	559
1371	Wik-Mungkan	wikm1247	BACK		kojam	k o j a m	k o y a m	K V J V M	K U J A M	BACK:580	580
1372	Wiradhuri	wira1262	BACK		bira	b i r a	b i r a	P V R V	P I R A	BACK:567	567
1373	Wirangu-Nauo	wira1260	BACK		jagulu	j a g u l u	y a g u l u	J V K V R V	J A K Y L Y	BACK:552	552
1379	Yan-nhangu	yann1237	BACK		ɖiltci	ɖ i l t c i	d i l t T i	T V R T K V	T I L T C I	BACK:532	532
1380	Yandruwandha	yand1253	BACK		kuldɹu	k u l d ɹ u	k u l d r u	K V R T R V	K Y L T R Y	BACK:542	542
1382	Yawarawarga	yawa1258	BACK		kuldɹu	k u l d ɹ u	k u l d r u	K V R T R V	K Y L T R Y	BACK:604	604
1384	Yindjibarndi	yind1247	BACK		gaɭi	g a ɭ i	g a L i	K V R V	K A L I	BACK:576	576
1386	Yorta Yorta	yort1237	BACK		bunːuːt̪	b u nː uː t̪	b u n u t	P V N V T	P Y N Y T	BACK:596	596
1388	Yulparitja	yulp1238	BACK		malaku	m a l a k u	m a l a k u	M V R V K V	M A L A K Y	BACK:531	531
1389	Yuwaalaraay	yuwa1242	BACK		bawa	b a w a	b a w a	P V W V	P A W A	BACK:565	565
1268	Kalkutung	kalk1246	BACK		miɲci	m i ɲ c i	m i H T i	M V N K V	M I N C I	BACK:543	543
1276	Kaurna	kaur1267	BACK		jumo	j u m o	y u m o	J V M V	J Y M U	BACK:557	557
1286	Gurdjar	gurd1238	BACK		βoːeɖ	β oː e ɖ	b o e d	P V V T	B U E T	BACK:597	597
1296	Margany	marg1253	BACK		baŋaɖ	b a ŋ a ɖ	b a N a d	P V N V T	P A N A T	BACK:602	602
1312	Mudburra	mudb1240	BACK		cuːɳa	c uː ɳ a	T u n a	K V N V	C Y N A	BACK:556	556
1323	Ngarinman	ngar1235	BACK		bandawuru	b a n d a w u r u	b a n d a w u r u	P V N T V W V R V	P A N T A W Y R Y	BACK:540	540
1334	Nyangumarta	nyan1301	BACK		piɳtil	p i ɳ t i l	p i n t i l	P V N T V R	P I N T I L	BACK:566	566
1339	Panytyima	pany1241	BACK		muru	m u r u	m u r u	M V R V	M Y R Y	BACK:576	576
1340	Banggarla	bang1339	BACK		jaɖna	j a ɖ n a	y a d n a	J V T N V	J A T N A	BACK:553	553
1360	Warlpiri	warl1254	BACK		putuɭu	p u t u ɭ u	p u t u L u	P V T V R V	P Y T Y L Y	BACK:566	566
1363	Wariyangga	wari1262	BACK		ciɭi	c i ɭ i	T i L i	K V R V	C I L I	BACK:578	578
15589	Adnyamathanha	adny1235	BE ALIVE		ipi	i p i	i p i	V P V	I P I	BE ALIVE:6441	6441
15590	Alyawarr	alya1239	BE ALIVE		itet̪	i t e t̪	i t e t	V T V T	I T E T	BE ALIVE:6450	6450
15591	Arabana	arab1267	BE ALIVE		aŋka	a ŋ k a	a N k a	V N K V	A N K A	BE ALIVE:6474	6474
15594	Yugambeh-Bandjalang	band1339	BE ALIVE		mamiɹ_j	m a m i ɹ j	m a m i r y	M V M V R J	M A M I R J	BE ALIVE:6468	6468
15595	Yugambeh-Bandjalang	band1339	BE ALIVE		miɹinz_ot̪ers	m i ɹ i n z o t̪ e r s	m i r i n z o t e r s	M V R V N S V T V R S	M I R I N S U T E R S	BE ALIVE:6468	6468
15603	Sydney	sydn1236	BE ALIVE		mut̪uŋ	m u t̪ u ŋ	m u t u N	M V T V N	M Y T Y N	BE ALIVE:6440	6440
15608	Dhuwal	dhuw1249	BE ALIVE		walŋa	w a l ŋ a	w a l N a	W V R N V	W A L N A	BE ALIVE:6491	6491
15610	Dieri	dier1241	BE ALIVE		tepiŋananta	t e p i ŋ a n a n t a	t e p i N a n a n t a	T V P V N V N V N T V	T E P I N A N A N T A	BE ALIVE:6439	6439
15611	Dyaabugay	dyaa1242	BE ALIVE		ɲuba_ɲuba	ɲ u b a ɲ u b a	H u b a H u b a	N V P V N V P V	N Y P A N Y P A	BE ALIVE:6459	6459
15612	Djambarrpuyngu	djam1256	BE ALIVE		walŋa	w a l ŋ a	w a l N a	W V R N V	W A L N A	BE ALIVE:6491	6491
15614	Djinang	djin1253	BE ALIVE		wanːgi	w a nː g i	w a n g i	W V N K V	W A N K I	BE ALIVE:6491	6491
15617	Gamilaraay	gami1243	BE ALIVE		murun	m u r u n	m u r u n	M V R V N	M Y R Y N	BE ALIVE:6440	6440
15621	Kumbainggar	kumb1268	BE ALIVE		guːnu	g uː n u	g u n u	K V N V	K Y N Y	BE ALIVE:6460	6460
15624	Gupapuyngu	gupa1247	BE ALIVE		walŋa	w a l ŋ a	w a l N a	W V R N V	W A L N A	BE ALIVE:6491	6491
15625	Gurindji	guri1247	BE ALIVE		wanci_kariɲana	w a n c i k a r i ɲ a n a	w a n T i k a r i H a n a	W V N K V K V R V N V N V	W A N C I K A R I N A N A	BE ALIVE:6464	6464
15628	Guyani	guya1249	BE ALIVE		tepininta	t e p i n i n t a	t e p i n i n t a	T V P V N V N T V	T E P I N I N T A	BE ALIVE:6439	6439
15629	Sydney	sydn1236	BE ALIVE		mudaŋ	m u d a ŋ	m u d a N	M V T V N	M Y T A N	BE ALIVE:1	1
15630	Jaru	jaru1254	BE ALIVE		waɲci	w a ɲ c i	w a H T i	W V N K V	W A N C I	BE ALIVE:6464	6464
15632	Djiwarli	djiw1241	BE ALIVE		mulgu	m u l g u	m u l g u	M V R K V	M Y L K Y	BE ALIVE:6463	6463
15633	Kalkutung	kalk1246	BE ALIVE		it̪i	i t̪ i	i t i	V T V	I T I	BE ALIVE:6450	6450
15634	Gamilaraay	gami1243	BE ALIVE		muɹunbu	m u ɹ u n b u	m u r u n b u	M V R V N P V	M Y R Y N P Y	BE ALIVE:6440	6440
15635	Karadjeri	kara1476	BE ALIVE		wankaji	w a n k a j i	w a n k a y i	W V N K V J V	W A N K A J I	BE ALIVE:6474	6474
15637	Kartujarra	kart1247	BE ALIVE		wanka	w a n k a	w a n k a	W V N K V	W A N K A	BE ALIVE:6474	6474
15639	Kaurna	kaur1267	BE ALIVE		purunːa	p u r u nː a	p u r u n a	P V R V N V	P Y R Y N A	BE ALIVE:6438	6438
15643	Kukatja	kuka1246	BE ALIVE		waŋaɹigona	w a ŋ a ɹ i g o n a	w a N a r i g o n a	W V N V R V K V N V	W A N A R I K U N A	BE ALIVE:6474	6474
15644	Kuku-Yalanji	kuku1273	BE ALIVE		cuɹa	c u ɹ a	T u r a	K V R V	C Y R A	BE ALIVE:6487	6487
15647	Gurdjar	gurd1238	BE ALIVE		maːɖ	m aː ɖ	m a d	M V T	M A T	BE ALIVE:6481	6481
15648	Kuuku-Ya'u	kuuk1238	BE ALIVE		jaluma	j a l u m a	y a l u m a	J V R V M V	J A L Y M A	BE ALIVE:6475	6475
15650	Kala Lagaw Ya	kala1377	BE ALIVE		danpalai	d a n p a l a i	d a n p a l a i	T V N P V R V V	T A N P A L A I	BE ALIVE:6437	6437
15654	Margany	marg1253	BE ALIVE		d̪uwaɖ	d̪ u w a ɖ	d u w a d	T V W V T	T Y W A T	BE ALIVE:6472	6472
15655	Martu Wangka	mart1256	BE ALIVE		wanka	w a n k a	w a n k a	W V N K V	W A N K A	BE ALIVE:6474	6474
15667	Mudburra	mudb1240	BE ALIVE		wanka	w a n k a	w a n k a	W V N K V	W A N K A	BE ALIVE:6474	6474
15669	Muruwari	muru1266	BE ALIVE		karinc	k a r i n c	k a r i n T	K V R V N K	K A R I N C	BE ALIVE:6456	6456
15671	Ngaanyatjarra	ngaa1240	BE ALIVE		kana	k a n a	k a n a	K V N V	K A N A	BE ALIVE:6474	6474
15672	Ngaanyatjarra	ngaa1240	BE ALIVE		wanka	w a n k a	w a n k a	W V N K V	W A N K A	BE ALIVE:6474	6474
15674	Lower Riverland	lowe1402	BE ALIVE		maŋuŋko	m a ŋ u ŋ k o	m a N u N k o	M V N V N K V	M A N Y N K U	BE ALIVE:6469	6469
15675	Ngamini	ngam1284	BE ALIVE		kalpali	k a l p a l i	k a l p a l i	K V R P V R V	K A L P A L I	BE ALIVE:6457	6457
15678	Ngarinman	ngar1235	BE ALIVE		waɲci	w a ɲ c i	w a H T i	W V N K V	W A N C I	BE ALIVE:6464	6464
15680	Ngarluma	ngar1287	BE ALIVE		wanka	w a n k a	w a n k a	W V N K V	W A N K A	BE ALIVE:6474	6474
15681	Narrinyeri	narr1259	BE ALIVE		tambi	t a m b i	t a m b i	T V M P V	T A M P I	BE ALIVE:6444	6444
15687	Northern Coastal Nyangumarta	nort2754	BE ALIVE		wankaɲu	w a n k a ɲ u	w a n k a H u	W V N K V N V	W A N K A N Y	BE ALIVE:6474	6474
15688	Nyamal	nyam1271	BE ALIVE		wankaɲu	w a n k a ɲ u	w a n k a H u	W V N K V N V	W A N K A N Y	BE ALIVE:6474	6474
15689	Nyangumarta	nyan1301	BE ALIVE		wanka	w a n k a	w a n k a	W V N K V	W A N K A	BE ALIVE:6474	6474
15690	Nyunga	nyun1247	BE ALIVE		d̪aɖal	d̪ a ɖ a l	d a d a l	T V T V R	T A T A L	BE ALIVE:6490	6490
15691	Paakantyi	darl1243	BE ALIVE		buɹinca	b u ɹ i n c a	b u r i n T a	P V R V N K V	P Y R I N C A	BE ALIVE:6438	6438
15693	Panytyima	pany1241	BE ALIVE		wanka	w a n k a	w a n k a	W V N K V	W A N K A	BE ALIVE:6474	6474
15694	Banggarla	bang1339	BE ALIVE		ipi	i p i	i p i	V P V	I P I	BE ALIVE:6441	6441
15695	Bayungu	bayu1240	BE ALIVE		wanka	w a n k a	w a n k a	W V N K V	W A N K A	BE ALIVE:6474	6474
15697	Pitjantjatjara	pitj1243	BE ALIVE		wanka	w a n k a	w a n k a	W V N K V	W A N K A	BE ALIVE:6474	6474
15698	Pitta Pitta	pitt1247	BE ALIVE		kimpa	k i m p a	k i m p a	K V M P V	K I M P A	BE ALIVE:6435	6435
15699	Ritarungo	rita1239	BE ALIVE		walŋa	w a l ŋ a	w a l N a	W V R N V	W A L N A	BE ALIVE:6491	6491
