ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
948	BULGARIAN	bul	at		vɤf	v ɤ f	v o f	W V P	B E B	at:J	57
949	BULGARIAN	bul	at		na	n a	n a	N V	N A	at:Q	60
950	MACEDONIAN	mkd	at		na	n a	n a	N V	N A	at:Q	60
951	MACEDONIAN	mkd	at		vɔ	v ɔ	v o	W V	B U	at:J	57
952	RUSSIAN	rus	at		v	v	v	W	B	at:J	57
953	RUSSIAN	rus	at		na	n a	n a	N V	N A	at:Q	60
954	POLISH	pol	at		vɛ	v ɛ	v E	W V	B E	at:J	57
955	POLISH	pol	at		na	n a	n a	N V	N A	at:Q	60
956	BELARUSIAN	bel	at		u	u	u	V	Y	at:J	57
957	BELARUSIAN	bel	at		na	n a	n a	N V	N A	at:Q	60
958	UKRAINIAN	ukr	at		ʋ	ʋ	w	W	W	at:J	57
959	UKRAINIAN	ukr	at		na	n a	n a	N V	N A	at:Q	60
960	SLOVAK	slk	at		na	n a	n a	N V	N A	at:Q	60
961	SLOVAK	slk	at		vɔ	v ɔ	v o	W V	B U	at:J	57
962	CZECH	ces	at		na	n a	n a	N V	N A	at:Q	60
963	CZECH	ces	at		vɛ	v ɛ	v E	W V	B E	at:J	57
964	SORBIAN_UPPER	hsb	at		wɛ	w ɛ	w E	W V	W E	at:J	57
965	SORBIAN_UPPER	hsb	at		na	n a	n a	N V	N A	at:Q	60
966	SORBIAN_LOWER	dsb	at		wɛ	w ɛ	w E	W V	W E	at:J	57
967	SORBIAN_LOWER	dsb	at		na	n a	n a	N V	N A	at:Q	60
968	SLOVENIAN	slv	at		v	v	v	W	B	at:J	57
969	SLOVENIAN	slv	at		na	n a	n a	N V	N A	at:Q	60
970	OLD_NORSE	non	at		við	v i ð	v i 8	W V T	B I D	at:U	64
971	OLD_NORSE	non	at		at	a t	a t	V T	A T	at:R	61
972	ICELANDIC	isl	at		çauː	ç auː	S a	S V	S A	at:Aj	51
973	ICELANDIC	isl	at		vɪːð	v ɪː ð	v i 8	W V T	B I D	at:U	64
974	FAROESE	fao	at		ɔaː	ɔaː	o	V	U	at:R	61
975	FAROESE	fao	at		tʃʰɔaː	t ʃʰ ɔaː	t S o	T S V	T S U	at:Aj	51
976	FAROESE	fao	at		viː	v iː	v i	W V	B I	at:U	64
977	NORWEGIAN_RIKSMAL	nor	at		poː	p oː	p o	P V	P U	at:Ai	50
978	NORWEGIAN_RIKSMAL	nor	at		ʋeːd	ʋ eː d	w e d	W V T	W E T	at:U	64
979	STAVANGERSK		at		poː	p oː	p o	P V	P U	at:Ai	50
980	STAVANGERSK		at		ʋeː	ʋ eː	w e	W V	W E	at:U	64
981	OLD_SWEDISH		at		viːð	v iː ð	v i 8	W V T	B I D	at:U	64
982	OLD_SWEDISH		at		at	a t	a t	V T	A T	at:R	61
983	SWEDISH	swe	at		po:	p o:	p o	P V	P U	at:Ai	50
984	SWEDISH	swe	at		viːd	v iː d	v i d	W V T	B I T	at:U	64
985	ELFDALIAN	qov	at		wɪːð	w ɪː ð	w i 8	W V T	W I D	at:U	64
986	ELFDALIAN	qov	at		õ	õ	o	V	U	at:Ai	50
987	DANISH	dan	at		b̥ʰɔˀ	b̥ʰ ɔˀ	b o	P V	P U	at:Ai	50
988	DANISH	dan	at		veð	v e ð	v e 8	W V T	B E D	at:U	64
989	DANISH_FJOLDE		at		oa	oa	o	V	U	at:Ai	50
990	DANISH_FJOLDE		at		ve	v e	v e	W V	B E	at:U	64
991	GUTNISH_LAU		at		bɛɪ	b ɛɪ	b E	P V	P E	at:Ak	52
992	GUTNISH_LAU		at		pɑː	p ɑː	p o	P V	P A	at:Ai	50
993	ENGLISH	eng	at		æt	æ t	E t	V T	E T	at:R	61
995	DUTCH	nld	at		tə	t ə	t I	T V	T E	at:V	65
996	DUTCH	nld	at		ɔp	ɔ p	o p	V P	U P	at:I	56
997	GERMAN	deu	at		an	a n	a n	V N	A N	at:T	63
998	LATIN	lat	at		ad	a d	a d	V T	A T	at:R	61
999	CATALAN	cat	at		a	a	a	V	A	at:R	61
1000	PORTUGUESE	por	at		a	a	a	V	A	at:S	62
1001	PORTUGUESE	por	at		ɐ̃j	ɐ̃ j	a y	V J	E J	at:J	57
1002	SPANISH	spa	at		a	a	a	V	A	at:R	61
1003	FRENCH	fra	at		a	a	a	V	A	at:R	61
1004	ITALIAN	ita	at		a	a	a	V	A	at:R	61
1005	OLD_IRISH	sga	at		og	o g	o g	V K	U K	at:R	61
2239	ANCIENT_GREEK	grc	back		nɔ̑ːton	n ɔ̑ː t o n	n o t o n	N V T V N	N U T U N	back:Ad	68
2240	GREEK	ell	back		ˈplati	ˈp l a t i	p l a t i	P R V T V	P L A T I	back:L	76
2242	OSSETIC_IRON	oss	back		fɐšontɐ	f ɐ š o n t ɐ	f a S o n t a	P V S V N T V	B E S U N T E	back:T	81
2243	OSSETIC_DIGOR	oss	back		fɐsontɐ	f ɐ s o n t ɐ	f a s o n t a	P V S V N T V	B E S U N T E	back:T	81
2245	ORIYA	ori	back		piʈhi	p i ʈ h i	p i t h i	P V T H V	P I T H I	back:G	73
2246	BIHARI	mai	back		piʈa	p i ʈ a	p i t a	P V T V	P I T A	back:G	73
2247	BIHARI	mai	back		ɖar	ɖ a r	d a r	T V R	T A R	back:Y	84
2249	URDU	urd	back		kəməɾ	k ə m ə ɾ	k I m I r	K V M V R	K E M E R	back:W	83
2250	MARATHI	mar	back		patʰ	p a tʰ	p a t	P V T	P A T	back:G	73
2251	OLD_CHURCH_SLAVONIC	chu	back		xrɪ̆bɪ̆tʊ̆	x r ɪ̆ b ɪ̆ t ʊ̆	x r i b i t u	K R V P V T V	G R I P I T Y	back:J	75
2252	SERBO-CROATIAN	srp	back		ˈlɛ̌ːdʑa	ˈl ɛ̌ː d ʑ a	l E d Z a	R V T S V	L E T S A	back:U	82
2253	BULGARIAN	bul	back		ɡrɤb	ɡ r ɤ b	g r o b	K R V P	K R E P	back:Ae	69
2254	MACEDONIAN	mkd	back		ɡərb	ɡ ə r b	g I r b	K V R P	K E R P	back:Ae	69
2255	RUSSIAN	rus	back		spʲiˈna	s pʲ i ˈn a	s p i n a	S P V N V	S P I N A	back:Q	79
2256	POLISH	pol	back		plɛtsɘ̟	p l ɛ t s ɘ̟	p l E t s I	P R V T S V	P L E T S E	back:P	78
2257	BELARUSIAN	bel	back		ˈspʲina	ˈs pʲ i n a	s p i n a	S P V N V	S P I N A	back:Q	79
2258	UKRAINIAN	ukr	back		ˈspɪna	ˈs p ɪ n a	s p i n a	S P V N V	S P I N A	back:Q	79
2259	SLOVAK	slk	back		ˈxr̩baːt	ˈx r̩ b aː t	x r b a t	K R P V T	G R P A T	back:J	75
2260	CZECH	ces	back		ˈzaːda	ˈz aː d a	z a d a	S V T V	S A T A	back:Ab	66
2261	SORBIAN_UPPER	hsb	back		ˈkʀibĕɛt	ˈk ʀ i b ĕɛ t	k r i b e t	K R V P V T	K R I P E T	back:J	75
2262	SORBIAN_LOWER	dsb	back		ˈkɕɛbjat	ˈk ɕ ɛ b j a t	k S E b y a t	K S V P J V T	K S E P J A T	back:J	75
2263	SLOVENIAN	slv	back		ˈxə̌rbət	ˈx ə̌ r b ə t	x I r b I t	K V R P V T	G E R P E T	back:J	75
2264	OLD_NORSE	non	back		ɣryɡːr	ɣ r y ɡː r	x r i g r	K R V K R	G R Y K R	back:R	80
2265	OLD_NORSE	non	back		bak	b a k	b a k	P V K	P A K	back:B	70
2266	ICELANDIC	isl	back		b̥aːk	b̥ aː k	b a k	P V K	P A K	back:B	70
2267	ICELANDIC	isl	back		ˈr̥ɪɡ̊ːʏr	ˈr̥ ɪ ɡ̊ː ʏ r	r i g i r	R V K V R	R I K Y R	back:R	80
2268	FAROESE	fao	back		ˈɹɪɡ̊ːʊɹ	ˈɹ ɪ ɡ̊ː ʊ ɹ	r i g u r	R V K V R	R I K Y R	back:R	80
2269	FAROESE	fao	back		b̥ɛaːk	b̥ ɛaː k	b E k	P V K	P E K	back:B	70
2270	NORWEGIAN_RIKSMAL	nor	back		ɾʏɡː	ɾ ʏ ɡː	r i g	R V K	R Y K	back:R	80
2271	STAVANGERSK		back		ʁʏɡː	ʁ ʏ ɡː	G i g	R V K	R Y K	back:R	80
2272	OLD_SWEDISH		back		ˈbaːker	ˈb aː k e r	b a k e r	P V K V R	P A K E R	back:B	70
2273	OLD_SWEDISH		back		ˈryɡːer	ˈr y ɡː e r	r i g e r	R V K V R	R Y K E R	back:R	80
2274	SWEDISH	swe	back		rʏgː	r ʏ gː	r i g	R V K	R Y K	back:R	80
2275	ELFDALIAN	qov	back		rygː	r y gː	r i g	R V K	R Y K	back:R	80
2276	DANISH	dan	back		ʁœɡ	ʁ œ ɡ	G E g	R V K	R U K	back:R	80
2277	DANISH_FJOLDE		back		ɹøɣ	ɹ ø ɣ	r e x	R V K	R U G	back:R	80
2278	GUTNISH_LAU		back		rʏɡː	r ʏ ɡː	r i g	R V K	R Y K	back:R	80
2279	GUTNISH_LAU		back		bɑːk	b ɑː k	b o k	P V K	P A K	back:B	70
2280	ENGLISH	eng	back		bæk	b æ k	b E k	P V K	P E K	back:B	70
2282	DUTCH	nld	back		rʏχ	r ʏ χ	r i G	R V K	R Y G	back:R	80
2283	GERMAN	deu	back		rijkn̩	r i j k n̩	r i y k n	R V J K N	R I J K N	back:R	80
2284	LATIN	lat	back		ˈdorsum	ˈd o r s u m	d o r s u m	T V R S V M	T U R S Y M	back:H	74
2285	LATIN	lat	back		ˈtergum	ˈt e r g u m	t e r g u m	T V R K V M	T E R K Y M	back:Ac	67
2286	CATALAN	cat	back		əskɛnə	ə s k ɛ n ə	I s k E n I	V S K V N V	E S K E N E	back:F	72
2287	CATALAN	cat	back		əspaʎʎə	ə s p a ʎʎ ə	I s p a l I	V S P V R V	E S P A L E	back:C	71
2288	SPANISH	spa	back		espalda	e s p a l d a	e s p a l d a	V S P V R T V	E S P A L T A	back:C	71
2289	FRENCH	fra	back		do	d o	d o	T V	T U	back:H	74
2290	ITALIAN	ita	back		dɔsso	d ɔ ss o	d o s o	T V S V	T U S U	back:H	74
2291	OLD_IRISH	sga	back		drumʹ	d r u mʹ	d r u m	T R V M	T R Y M	back:N	77
9292	ANCIENT_GREEK	grc	bad		kakós	k a k ó s	k a k o s	K V K V S	K A K U S	bad:Be	98
9293	GREEK	ell	bad		kaˈko̞s	k a ˈk o̞ s	k a k o s	K V K V S	K A K U S	bad:Be	98
9296	OSSETIC_IRON	oss	bad		ɐvžɐr	ɐ v ž ɐ r	a v Z a r	V W S V R	E B S E R	bad:Ab	86
9297	OSSETIC_DIGOR	oss	bad		lɐʁuz	l ɐ ʁ u z	l a G u z	R V R V S	L E R Y S	bad:An	87
9299	ORIYA	ori	bad		khɔrapɔ	k h ɔ r a p ɔ	k h o r a p o	K H V R V P V	K H U R A P U	bad:A	85
9300	BIHARI	mai	bad		khərap	k h ə r a p	k h I r a p	K H V R V P	K H E R A P	bad:A	85
9302	URDU	urd	bad		bʊɾɑ	b ʊ ɾ ɑ	b u r o	P V R V	P Y R A	bad:W	109
9303	URDU	urd	bad		χəɾɑb	χ ə ɾ ɑ b	G I r o b	K V R V P	G E R A P	bad:A	85
9304	MARATHI	mar	bad		wa͜i:ʈ	w a͜i: ʈ	w a t	W V T	W A T	bad:As	88
9305	OLD_CHURCH_SLAVONIC	chu	bad		zʊ̆lʊ̆	z ʊ̆ l ʊ̆	z u l u	S V R V	S Y L Y	bad:G	101
9306	SERBO-CROATIAN	srp	bad		lɔ̂ʃ	l ɔ̂ ʃ	l o S	R V S	L U S	bad:F	100
9307	BULGARIAN	bul	bad		ɫɔʃ	ɫ ɔ ʃ	l o S	R V S	L U S	bad:F	100
9308	MACEDONIAN	mkd	bad		loʃ	l o ʃ	l o S	R V S	L U S	bad:F	100
9309	RUSSIAN	rus	bad		pɫɔˈxɔj	p ɫ ɔ ˈx ɔ j	p l o x o y	P R V K V J	P L U G U J	bad:Az	93
9310	POLISH	pol	bad		zwɘ̟	z w ɘ̟	z w I	S W V	S W E	bad:G	101
9311	BELARUSIAN	bel	bad		ˈdrɛnnɨ	ˈd r ɛ nn ɨ	d r E n I	T R V N V	T R E N I	bad:Ba	95
9312	UKRAINIAN	ukr	bad		pɔˈɦanɪj	p ɔ ˈɦ a n ɪ j	p o h a n i y	P V H V N V J	P U H A N I J	bad:Ay	92
9313	SLOVAK	slk	bad		zliː	z l iː	z l i	S R V	S L I	bad:G	101
9314	CZECH	ces	bad		ˈʃpatniː	ˈʃ p a t n iː	S p a t n i	S P V T N V	S P A T N I	bad:Bb	96
9315	SORBIAN_UPPER	hsb	bad		ˈʃpatnɘ̟	ˈʃ p a t n ɘ̟	S p a t n I	S P V T N V	S P A T N E	bad:Bb	96
9316	SORBIAN_LOWER	dsb	bad		ˈʂpatnɘ̟	ˈʂ p a t n ɘ̟	S p a t n I	S P V T N V	S P A T N E	bad:Bb	96
9317	SLOVENIAN	slv	bad		slab	s l a b	s l a b	S R V P	S L A P	bad:Bd	97
9318	OLD_NORSE	non	bad		vaːndr	v aː n d r	v a n d r	W V N T R	B A N T R	bad:Q	105
9319	OLD_NORSE	non	bad		ˈdaːliɣr	ˈd aː l i ɣ r	d a l i x r	T V R V K R	T A L I G R	bad:M	103
9320	OLD_NORSE	non	bad		ilːr	i lː r	i l r	V R R	I L R	bad:R	106
9321	ICELANDIC	isl	bad		ˈljɛːlɛɡ̊ʏr	ˈl j ɛː l ɛ ɡ̊ ʏ r	l y E l E g i r	R J V R V K V R	L J E L E K Y R	bad:R	106
9322	ICELANDIC	isl	bad		ˈɪd̥lʏr	ˈɪ d̥ l ʏ r	i d l i r	V T R V R	I T L Y R	bad:R	106
9323	ICELANDIC	isl	bad		ˈvɔnd̥ʏr	ˈv ɔ n d̥ ʏ r	v o n d i r	W V N T V R	B U N T Y R	bad:Q	105
9324	FAROESE	fao	bad		ˈɪd̥lʊɹ	ˈɪ d̥ l ʊ ɹ	i d l u r	V T R V R	I T L Y R	bad:R	106
9325	FAROESE	fao	bad		ˈœnd̥ʊɹ	ˈœ n d̥ ʊ ɹ	E n d u r	V N T V R	U N T Y R	bad:Q	105
9326	NORWEGIAN_RIKSMAL	nor	bad		ˈɪ̀lːə	ˈɪ̀ lː ə	i l I	V R V	I L E	bad:R	106
9327	NORWEGIAN_RIKSMAL	nor	bad		ʋɔnː	ʋ ɔ nː	w o n	W V N	W U N	bad:Q	105
9328	NORWEGIAN_RIKSMAL	nor	bad		ˈdòːɭɪ	ˈd òː ɭ ɪ	d o L i	T V R V	T U L I	bad:M	103
9329	STAVANGERSK		bad		ˈfɪlːə	ˈf ɪ lː ə	f i l I	P V R V	B I L E	bad:Av	89
9330	STAVANGERSK		bad		ˈdòːʁlɪɡə	ˈd òː ʁ l ɪ ɡ ə	d o G l i g I	T V R R V K V	T U R L I K E	bad:M	103
9331	STAVANGERSK		bad		ˈɪ̀dla	ˈɪ̀ d l a	i d l a	V T R V	I T L A	bad:R	106
9332	STAVANGERSK		bad		ˈʋunːə	ˈʋ u nː ə	w u n I	W V N V	W Y N E	bad:Q	105
9333	OLD_SWEDISH		bad		ˈilder	ˈi l d e r	i l d e r	V R T V R	I L T E R	bad:R	106
9334	OLD_SWEDISH		bad		ˈonder	ˈo n d e r	o n d e r	V N T V R	U N T E R	bad:Q	105
9335	SWEDISH	swe	bad		ˈʉ:səl	ˈʉ: s ə l	I s I l	V S V R	Y S E L	bad:Aw	90
9336	SWEDISH	swe	bad		ɪ̀lːa	ɪ̀ lː a	i l a	V R V	I L A	bad:R	106
9337	SWEDISH	swe	bad		und	u n d	u n d	V N T	Y N T	bad:Q	105
9338	SWEDISH	swe	bad		ˈdòːlɪɡ	ˈd òː l ɪ ɡ	d o l i g	T V R V K	T U L I K	bad:M	103
9339	ELFDALIAN	qov	bad		dɔ̀ːlɪn	d ɔ̀ː l ɪ n	d o l i n	T V R V N	T U L I N	bad:M	103
9340	DANISH	dan	bad		ɔnˀ	ɔ nˀ	o n	V N	U N	bad:Q	105
9341	DANISH	dan	bad		ˈilə	ˈi l ə	i l I	V R V	I L E	bad:R	106
9342	DANISH	dan	bad		ˈdɒːli	ˈd ɒː l i	d o l i	T V R V	T O L I	bad:M	103
9343	DANISH_FJOLDE		bad		ilʲ	i lʲ	i l	V R	I L	bad:R	106
9344	DANISH_FJOLDE		bad		ɹeŋ	ɹ e ŋ	r e N	R V N	R E N	bad:Ax	91
9345	DANISH_FJOLDE		bad		uːnʲ	uː nʲ	u n	V N	Y N	bad:Q	105
9346	GUTNISH_LAU		bad		ˈoundar	ˈou n d a r	o n d a r	V N T V R	U N T A R	bad:Q	105
9347	GUTNISH_LAU		bad		ˈdoːlɪr	ˈd oː l ɪ r	d o l i r	T V R V R	T U L I R	bad:M	103
9348	GUTNISH_LAU		bad		ˈɪlːɛ	ˈɪ lː ɛ	i l E	V R V	I L E	bad:R	106
9349	ENGLISH	eng	bad		bæd	b æ d	b E d	P V T	P E T	bad:T	107
9351	DUTCH	nld	bad		slɛχt	s l ɛ χ t	s l E G t	S R V K T	S L E G T	bad:B	94
9352	GERMAN	deu	bad		ʃlɛçt	ʃ l ɛ ç t	S l E S t	S R V S T	S L E S T	bad:B	94
9353	LATIN	lat	bad		ˈmalus	ˈm a l u s	m a l u s	M V R V S	M A L Y S	bad:D	99
9354	CATALAN	cat	bad		mal	m a l	m a l	M V R	M A L	bad:D	99
9355	PORTUGUESE	por	bad		maw	m a w	m a w	M V W	M A W	bad:D	99
9356	SPANISH	spa	bad		malo	m a l o	m a l o	M V R V	M A L U	bad:D	99
9357	FRENCH	fra	bad		mɔvɛ	m ɔ v ɛ	m o v E	M V W V	M U B E	bad:D	99
9358	ITALIAN	ita	bad		kattivo	k a tt i v o	k a t i v o	K V T V W V	K A T I B U	bad:V	108
9359	OLD_IRISH	sga	bad		olk	o l k	o l k	V R K	U L K	bad:J	102
9360	OLD_IRISH	sga	bad		drox	d r o x	d r o x	T R V K	T R U G	bad:O	104
9697	ANCIENT_GREEK	grc	bark		pʰloiós	pʰ l oi ó s	p l o o s	P R V V S	P L U U S	bark:L	117
9698	GREEK	ell	bark		ˈfluða	ˈf l u ð a	f l u 8 a	P R V T V	B L Y D A	bark:K	116
9699	GREEK	ell	bark		fliˈo̞s	f l i ˈo̞ s	f l i o s	P R V V S	B L I U S	bark:L	117
9703	OSSETIC_IRON	oss	bark		car	c a r	T a r	K V R	C A R	bark:S	120
9704	OSSETIC_DIGOR	oss	bark		carɐ	c a r ɐ	T a r a	K V R V	C A R E	bark:S	120
9706	ORIYA	ori	bark		bɔkɔɭɔ	b ɔ k ɔ ɭ ɔ	b o k o L o	P V K V R V	P U K U L U	bark:N	119
9707	ORIYA	ori	bark		čheli	č h e l i	C h e l i	K H V R V	C H E L I	bark:E	111
9708	BIHARI	mai	bark		chal	c h a l	T h a l	K H V R	C H A L	bark:E	111
9710	URDU	urd	bark		ʧɑl	ʧ ɑ l	C o l	K V R	C A L	bark:E	111
9711	MARATHI	mar	bark		sal	s a l	s a l	S V R	S A L	bark:E	111
9712	OLD_CHURCH_SLAVONIC	chu	bark		kɔrɑ	k ɔ r ɑ	k o r o	K V R V	K U R A	bark:B	110
9713	SERBO-CROATIAN	srp	bark		ˈkɔ̂ra	ˈk ɔ̂ r a	k o r a	K V R V	K U R A	bark:B	110
9714	BULGARIAN	bul	bark		kuˈra	k u ˈr a	k u r a	K V R V	K Y R A	bark:B	110
9715	MACEDONIAN	mkd	bark		ˈkora	ˈk o r a	k o r a	K V R V	K U R A	bark:B	110
9716	RUSSIAN	rus	bark		kɔra	k ɔ r a	k o r a	K V R V	K U R A	bark:B	110
9717	POLISH	pol	bark		ˈkɔra	ˈk ɔ r a	k o r a	K V R V	K U R A	bark:B	110
9718	BELARUSIAN	bel	bark		kaˈra	k a ˈr a	k a r a	K V R V	K A R A	bark:B	110
9719	UKRAINIAN	ukr	bark		kɔˈra	k ɔ ˈr a	k o r a	K V R V	K U R A	bark:B	110
9720	SLOVAK	slk	bark		ˈkuɔra	ˈk uɔ r a	k u r a	K V R V	K Y R A	bark:B	110
9721	CZECH	ces	bark		ˈkuːra	ˈk uː r a	k u r a	K V R V	K Y R A	bark:B	110
9722	SORBIAN_UPPER	hsb	bark		ˈskɔʀa	ˈs k ɔ ʀ a	s k o r a	S K V R V	S K U R A	bark:B	110
9723	SORBIAN_LOWER	dsb	bark		ˈʂkɘ̟ra	ˈʂ k ɘ̟ r a	S k I r a	S K V R V	S K E R A	bark:B	110
9724	SLOVENIAN	slv	bark		ˈskǒːrja	ˈs k ǒː r j a	s k o r y a	S K V R J V	S K U R J A	bark:B	110
9725	OLD_NORSE	non	bark		bɔrkr	b ɔ r k r	b o r k r	P V R K R	P U R K R	bark:G	113
9726	ICELANDIC	isl	bark		ˈb̥œr̥kʏr	ˈb̥ œ r̥ k ʏ r	b E r k i r	P V R K V R	P U R K Y R	bark:G	113
9727	FAROESE	fao	bark		ˈb̥œɹ̥kʊɹ	ˈb̥ œ ɹ̥ k ʊ ɹ	b E r k u r	P V R K V R	P U R K Y R	bark:G	113
9728	NORWEGIAN_RIKSMAL	nor	bark		baɾk	b a ɾ k	b a r k	P V R K	P A R K	bark:G	113
9729	STAVANGERSK		bark		bɔʁk	b ɔ ʁ k	b o G k	P V R K	P U R K	bark:G	113
9730	OLD_SWEDISH		bark		ˈbarker	ˈb a r k e r	b a r k e r	P V R K V R	P A R K E R	bark:G	113
9731	SWEDISH	swe	bark		bark	b a r k	b a r k	P V R K	P A R K	bark:G	113
9732	ELFDALIAN	qov	bark		bɑrk	b ɑ r k	b o r k	P V R K	P A R K	bark:G	113
9733	DANISH	dan	bark		b̥ɑːg̥ʰ	b̥ ɑː g̥ʰ	b o g	P V K	P A K	bark:G	113
9734	DANISH_FJOLDE		bark		ˈbɑɹəɡ	ˈb ɑ ɹ ə ɡ	b o r I g	P V R V K	P A R E K	bark:G	113
9735	GUTNISH_LAU		bark		bark	b a r k	b a r k	P V R K	P A R K	bark:G	113
9736	ENGLISH	eng	bark		bɑ:k	b ɑ: k	b o k	P V K	P A K	bark:G	113
9738	DUTCH	nld	bark		sχɔrs	s χ ɔ r s	s G o r s	S K V R S	S G U R S	bark:B	110
9739	DUTCH	nld	bark		bɑst	b ɑ s t	b o s t	P V S T	P A S T	bark:H	114
9740	GERMAN	deu	bark		rɪndə	r ɪ n d ə	r i n d I	R V N T V	R I N T E	bark:J	115
9741	GERMAN	deu	bark		bɔrkə	b ɔ r k ə	b o r k I	P V R K V	P U R K E	bark:G	113
9742	LATIN	lat	bark		ˈkorteks	ˈk o r t e k s	k o r t e k s	K V R T V K S	K U R T E K S	bark:B	110
9743	CATALAN	cat	bark		əskɔrsə	ə s k ɔ r s ə	I s k o r s I	V S K V R S V	E S K U R S E	bark:B	110
9744	PORTUGUESE	por	bark		ˈkaʃkɐ	ˈk a ʃ k ɐ	k a S k a	K V S K V	K A S K E	bark:B	110
9745	SPANISH	spa	bark		koɾteθa	k o ɾ t e θ a	k o r t e 8 a	K V R T V T V	K U R T E D A	bark:B	110
9746	FRENCH	fra	bark		ekɔʀs	e k ɔ ʀ s	e k o r s	V K V R S	E K U R S	bark:B	110
9747	ITALIAN	ita	bark		kortettʃa	k o r t e tt ʃ a	k o r t e t S a	K V R T V T S V	K U R T E T S A	bark:B	110
9748	ITALIAN	ita	bark		skɔrdza	s k ɔ r d z a	s k o r d z a	S K V R T S V	S K U R T S A	bark:B	110
9749	OLD_IRISH	sga	bark		korʹtʹ	k o rʹ tʹ	k o r t	K V R T	K U R T	bark:M	118
9750	OLD_IRISH	sga	bark		ru:sk	r u: s k	r u s k	R V S K	R Y S K	bark:F	112
6537	ANCIENT_GREEK	grc	because		dióti	d i ó t i	d i o t i	T V V T V	T I U T I	because:At	127
6538	GREEK	ell	because		epiˈði	e p i ˈð i	e p i 8 i	V P V T V	E P I D I	because:N	138
6539	GREEK	ell	because		ˌðiˈo̞ti	ˌð i ˈo̞ t i	8 i o t i	T V V T V	D I U T I	because:At	127
6540	GREEK	ell	because		ʝaˈti	ʝ a ˈt i	S a t i	S V T V	S A T I	because:D	130
6544	OSSETIC_IRON	oss	because		wymɐn_ɐmɐ	w y m ɐ n ɐ m ɐ	w i m a n a m a	W V M V N V M V	W Y M E N E M E	because:S	140
6545	OSSETIC_DIGOR	oss	because		womɐn_ɐma	w o m ɐ n ɐ m a	w o m a n a m a	W V M V N V M V	W U M E N E M A	because:S	140
6547	ORIYA	ori	because		jogu	j o g u	y o g u	J V K V	J U K Y	because:Aq	125
6548	ORIYA	ori	because		hetu	h e t u	h e t u	H V T V	H E T Y	because:Ae	121
6549	ORIYA	ori	because		boli	b o l i	b o l i	P V R V	P U L I	because:X	143
6550	ORIYA	ori	because		karɔɳɔ	k a r ɔ ɳ ɔ	k a r o n o	K V R V N V	K A R U N U	because:C	129
6552	URDU	urd	because		kjũ_ke	k j ũ k e	k y u k e	K J V K V	K J Y K E	because:O	139
6553	MARATHI	mar	because		kaɾəɳ	k a ɾ ə ɳ	k a r I n	K V R V N	K A R E N	because:C	129
6554	SERBO-CROATIAN	srp	because		jɛ̂r	j ɛ̂ r	y E r	J V R	J E R	because:I	134
6555	MACEDONIAN	mkd	because		biˈdejci	b i ˈd e j c i	b i d e y T i	P V T V J K V	P I T E J C I	because:Av	128
6556	POLISH	pol	because		bɔ	b ɔ	b o	P V	P U	because:V	141
6557	BELARUSIAN	bel	because		bɔ	b ɔ	b o	P V	P U	because:V	141
6558	SLOVAK	slk	because		ˈlɛbɔ	ˈl ɛ b ɔ	l E b o	R V P V	L E P U	because:V	141
6559	SORBIAN_UPPER	hsb	because		ˈdɔkɛlʃ	ˈd ɔ k ɛ l ʃ	d o k E l S	T V K V R S	T U K E L S	because:G	132
6560	SORBIAN_LOWER	dsb	because		ˈdɔkulʲaʂ	ˈd ɔ k u lʲ a ʂ	d o k u l a S	T V K V R V S	T U K Y L A S	because:G	132
6561	SLOVENIAN	slv	because		kɛr	k ɛ r	k E r	K V R	K E R	because:As	126
6562	OLD_NORSE	non	because		θviː_at	θ v iː a t	8 v i a t	T W V V T	D B I A T	because:L	136
6563	ICELANDIC	isl	because		af_ˈθviː_að	a f ˈθ v iː a ð	a f 8 v i a 8	V P T W V V T	A B D B I A D	because:L	136
6564	FAROESE	fao	because		tʰʊiː	tʰ ʊiː	t u	T V	T Y	because:L	136
6565	OLD_SWEDISH		because		θyː	θ yː	8 i	T V	D Y	because:L	136
6566	OLD_SWEDISH		because		foːr_at	f oː r a t	f o r a t	P V R V T	B U R A T	because:H	133
6567	SWEDISH	swe	because		ˈɛ̀ftəˌʂɔmː	ˈɛ̀ f t ə ˌʂ ɔ mː	E f t I S o m	V P T V S V M	E B T E S U M	because:Ao	124
6568	SWEDISH	swe	because		eme:dan	e m e: d a n	e m e d a n	V M V T V N	E M E T A N	because:W	142
6569	ELFDALIAN	qov	because		ɛtːɛrsós	ɛ tː ɛ r s ó s	E t E r s o s	V T V R S V S	E T E R S U S	because:Ao	124
6570	DANISH_FJOLDE		because		ˈyvəɹ	ˈy v ə ɹ	i v I r	V W V R	Y B E R	because:An	123
6571	ENGLISH	eng	because		bɪkɒz	b ɪ k ɒ z	b i k o z	P V K V S	P I K O S	because:K	135
6572	GERMAN	deu	because		vaĭl	v a ĭ l	v a i l	W V V R	B A I L	because:M	137
6573	LATIN	lat	because		kʷod	kʷ o d	k o d	K V T	K U T	because:F	131
6574	OLD_IRISH	sga	because		u:ərʹe	u:ə rʹ e	u r e	V R V	Y R E	because:Al	122
