ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
409	Mnong-Rölöm	mng	ashes		doʔbuh	doʔ buh	d b	T P	T P	2	99
410	Nyaheun	nev	ashes		bruk	b r u k	b r u k	P R V K	P R Y K	5	112
412	Rengao	ren	ashes		blɔː	b l ɔː	b l o	P R V	P L U	6	113
414	Sedang	sed	ashes		cɔj	c ɔ j	T o y	K V J	C U J	9	115
415	Sre	kpm	ashes		buːh	b uː h	b u h	P V H	P Y H	2	99
416	Stieng	sti	ashes		buh	b u h	b u h	P V H	P Y H	2	99
418	Bru-Ubon	bru	ashes		bɔh	b ɔ h	b o h	P V H	P U H	2	99
419	In	irr	ashes		bɔ̰ːh	b ɔ̰ː h	b o h	P V H	P U H	2	99
420	Katang	kgd	ashes		ʔabɔh	ʔ a b ɔ h	7 a b o h	H V P V H	H A P U H	2	99
421	Katu-AnDiem	ktv	ashes		ɓlɔː	ɓ l ɔː	b l o	P R V	P L U	6	113
423	Kui(Sriwises1978)	kdt	ashes		pʰɑʔ	pʰ ɑ ʔ	p o 7	P V H	P A H	8	114
424	Kui(Huffman1979)	kdt	ashes		pʰɑʔ	pʰ ɑ ʔ	p o 7	P V H	P A H	8	114
426	Mankong	sss	ashes		bɑh	b ɑ h	b o h	P V H	P A H	2	99
427	Nge'	ngt	ashes		bɔh	b ɔ h	b o h	P V H	P U H	2	99
428	Pacoh	pac	ashes		ʔabɔh	ʔ a b ɔ h	7 a b o h	H V P V H	H A P U H	2	99
429	So-Khammouane	sss	ashes		bɑh	b ɑ h	b o h	P V H	P A H	2	99
430	So-SakonNakhon	sss	ashes		bɑh	b ɑ h	b o h	P V H	P A H	2	99
431	Souei-Saravan	kdt	ashes		ʔabɔh	ʔ a b ɔ h	7 a b o h	H V P V H	H A P U H	2	99
432	TaOi	tto	ashes		bɔːh	b ɔː h	b o h	P V H	P U H	2	99
433	Khasi	khi	ashes		dpɛj	d p ɛ j	d p E y	T P V J	T P E J	10	93
435	Pnar	pbv	ashes		tpaːi	t p aːi	t p a	T P V	T P A	10	93
436	War-Lamin	aml	ashes		pusiaʔ	p u s ia ʔ	p u s i 7	P V S V H	P Y S I H	11	94
437	Khmer-Surin	kxm	ashes		pʰɛh	pʰ ɛ h	p E h	P V H	P E H	2	99
438	Khmer-Standard	khm	ashes		pʰəːh	pʰ əː h	p I h	P V H	P E H	2	99
439	Idu	tyh	ashes		bɔ̰̂ː	b ɔ̰̂ː	b o	P V	P U	2	99
440	Khmu-Cuang	kjg	ashes		bɔh	b ɔ h	b o h	P V H	P U H	2	99
442	Khmu-Yuan	kjg	ashes		pɔ̀h	p ɔ̀ h	p o h	P V H	P U H	2	99
444	Mal-T'in	mlf	ashes		puah	p ua h	p u h	P V H	P Y H	2	99
450	Mang	zng	ashes		paː¹ʑɨə³	p aː ʑ ɨə	p a Z I	P V S V	P A S I	13	95
451	Mon	mnw	ashes		pətɑɲ	p ə t ɑ ɲ	p I t o H	P V T V N	P E T A N	14	96
452	Nyahkur	cbn	ashes		pətíɲ	p ə t í ɲ	p I t i H	P V T V N	P E T I N	14	96
455	Gorum	pcj	ashes		buɖi	b u ɖ i	b u d i	P V T V	P Y T I	16	97
458	Kharia	khr	ashes		kʰarom	kʰ a r o m	k a r o m	K V R V M	K A R U M	18	98
463	Santali	sat	ashes		toroc˺	t o r o c˺	t o r o T	T V R V K	T U R U C	20	100
464	Sora	srb	ashes		komab	k o m a b	k o m a b	K V M V P	K U M A P	21	101
465	Car	caq	ashes		tisum	t i s u m	t i s u m	T V S V M	T I S Y M	22	102
467	Nancowri	ncb	ashes		benhoava	b e n h oa v a	b e n h o v a	P V N H V W V	P E N H U B A	24	103
476	Lawa(Ratanakul)	lcp	ashes		ɲoʔ	ɲ o ʔ	H o 7	N V H	N U H	28	104
478	ManMet	mml	ashes		pui³¹	p ui	p u	P V	P Y	36	110
480	Palaung-Dara'ang	pce	ashes		brɔŋɔ	b r ɔ ŋ ɔ	b r o N o	P R V N V	P R U N U	29	105
481	Palaung-Kalaw	pce	ashes		kafaːk	ka faːk	k f	K P	K B	31	107
483	Palaung-Namhsan	pce	ashes		kəfaŋ	k ə f a ŋ	k I f a N	K V P V N	K E B A N	31	107
487	Wa-Praok	prk	ashes		ɲa̤ɔʔ	ɲ a̤ɔ ʔ	H a 7	N V H	N A H	28	104
493	Karii	pkt	ashes		bùːɲ	b uː ɲ	b u H	P V N	P Y N	34	108
496	Ruc	scb	ashes		tapɛːh	t a p ɛː h	t a p E h	T V P V H	T A P E H	35	109
499	Vietnamese	vie	ashes		mun	m u n	m u n	M V N	M Y N	34	108
507	Alak	alk	bamboo		ʔlɔːŋkoʔ	ʔlɔːŋ koʔ	7 k	H K	H K	4	137
508	Bahnar-Golar	bdq	bamboo		pəlɛː	p ə l ɛː	p I l E	P V R V	P E L E	5	141
509	Bahnar-Kontum	bdq	bamboo		pəlɛː	p ə l ɛː	p I l E	P V R V	P E L E	5	141
510	Bahnar-Pleiku	bdq	bamboo		pəlɛː	p ə l ɛː	p I l E	P V R V	P E L E	5	141
511	Brao	brb	bamboo		rcʰɨː	r cʰ ɨː	r T I	R K V	R C I	6	142
515	Cua	cua	bamboo		klaj	k l a j	k l a y	K R V J	K L A J	5	141
516	Cua	cua	bamboo		karəːm	k a r əː m	k a r I m	K V R V M	K A R E M	6	142
517	Cua	cua	bamboo		trak	t r a k	t r a k	T R V K	T R A K	8	144
518	Halang	hal	bamboo		kraːm	k r aː m	k r a m	K R V M	K R A M	6	142
519	Jeh	jeh	bamboo		klaː	k l aː	k l a	K R V	K L A	7	143
520	Jru-Laven	lbo	bamboo		ʔlɔːŋloʔ	ʔlɔːŋ loʔ	7 l	H R	H L	9	145
523	Mnong-Rölöm	mng	bamboo		naːm	n aː m	n a m	N V M	N A M	10	116
524	Nyaheun	nev	bamboo		ntɛː	n t ɛː	n t E	N T V	N T E	11	117
525	Nyaheun	nev	bamboo		koʔ	k o ʔ	k o 7	K V H	K U H	4	137
527	Rengao	ren	bamboo		lɔːŋpəliː	lɔːŋ pəliː	l p	R P	L P	5	141
529	Sedang	sed	bamboo		hədrɛ̰ə	h ə d r ɛ̰ə	h I d r E	H V T R V	H E T R E	12	118
530	Sre	kpm	bamboo		gle	g l e	g l e	K R V	K L E	5	141
531	Stieng	sti	bamboo		kəʃɔp	k ə ʃ ɔ p	k I S o p	K V S V P	K E S U P	13	119
533	Bru-Talan	oog	bamboo		lɔˀɔŋkoʔ	lɔˀɔŋ koʔ	l k	R K	L K	4	137
534	Bru-Ubon	bru	bamboo		ʔaːluaŋsərɔŋ	ʔaːluaŋ sərɔŋ	7 s	H S	H S	15	121
535	In	irr	bamboo		həraŋ	h ə r a ŋ	h I r a N	H V R V N	H E R A N	15	121
536	Katang	kgd	bamboo		hərɔŋ	h ə r ɔ ŋ	h I r o N	H V R V N	H E R U N	15	121
537	Katu-AnDiem	ktv	bamboo		krəːm	k r əː m	k r I m	K R V M	K R E M	6	142
538	Katu-AnDiem	ktv	bamboo		sarɑŋ	s a r ɑ ŋ	s a r o N	S V R V N	S A R A N	15	121
545	Kui(Sriwises1978)	kdt	bamboo		ʔalùaŋsoŋ	ʔalùaŋ soŋ	7 s	H S	H S	18	122
546	Kui(Huffman1979)	kdt	bamboo		ʔaloaŋkɑʔ	ʔ a l oa ŋ k ɑ ʔ	7 a l o N k o 7	H V R V N K V H	H A L U N K A H	4	137
547	Mankong	sss	bamboo		srɑŋ	s r ɑ ŋ	s r o N	S R V N	S R A N	15	121
548	Nge'	ngt	bamboo		saraŋ	s a r a ŋ	s a r a N	S V R V N	S A R A N	15	121
549	Pacoh	pac	bamboo		ʔəlɔːŋsrɔŋ	ʔəlɔːŋ srɔŋ	7 s	H S	H S	15	121
550	Souei-Saravan	kdt	bamboo		srɔŋ	s r ɔ ŋ	s r o N	S R V N	S R U N	15	121
551	TaOi	tto	bamboo		sraŋ	s r a ŋ	s r a N	S R V N	S R A N	15	121
552	Khasi	khi	bamboo		siec	s ie c	s i T	S V K	S I C	19	123
553	Pnar	pbv	bamboo		seit	s ei t	s e t	S V T	S E T	19	123
554	War-Lamin	aml	bamboo		tʰneŋ	tʰ n e ŋ	t n e N	T N V N	T N E N	20	124
555	Khmer-Surin	kxm	bamboo		rsɛj	r s ɛ j	r s E y	R S V J	R S E J	6	142
556	Khmer-Standard	khm	bamboo		rəsɤj	r ə s ɤ j	r I s o y	R V S V J	R E S E J	6	142
557	Idu	tyh	bamboo		naʔôːŋpʰǎj	naʔôːŋ pʰǎj	n p	N P	N P	21	125
558	Khmu-Cuang	kjg	bamboo		tuːt	t uː t	t u t	T V T	T Y T	22	126
560	Khmu-Yuan	kjg	bamboo		rháːŋ	r h áː ŋ	r h a N	R H V N	R H A N	24	127
562	Mal-T'in	mlf	bamboo		lamsaːŋ	lam saːŋ	l s	R S	L S	24	127
567	Bugan	bbh	bamboo		mou³¹	m ou	m o	M V	M U	29	128
568	Mang	zng	bamboo		laŋ²mɛŋ³	laŋ² mɛŋ³	l m	R M	L M	30	129
569	Mon	mnw	bamboo		tùn	t u n	t u n	T V N	T Y N	31	130
570	Nyahkur	cbn	bamboo		tʰùːɲ	tʰ uː ɲ	t u H	T V N	T Y N	31	130
573	Gorum	pcj	bamboo		uruŋ	u r u ŋ	u r u N	V R V N	Y R Y N	33	131
576	Kharia	khr	bamboo		kɔˈlɛˀɖ	k ɔ ˈl ɛˀ ɖ	k o l E d	K V R V T	K U L E T	35	132
577	Kharia	khr	bamboo		konɖeŋ	k o n ɖ e ŋ	k o n d e N	K V N T V N	K U N T E N	36	133
582	Santali	sat	bamboo		mat˺	m a t˺	m a t	M V T	M A T	37	134
583	Sora	srb	bamboo		urɨŋ	u r ɨ ŋ	u r I N	V R V N	Y R I N	33	131
584	Car	caq	bamboo		hao	h ao	h a	H V	H A	38	135
585	Nancowri	ncb	bamboo		hedwa	h e d w a	h e d w a	H V T W V	H E T W A	39	136
586	Nancowri	ncb	bamboo		ŋoa	ŋ oa	N o	N V	N U	40	138
594	Lawa(Ratanakul)	lcp	bamboo		ʔɔʔ	ʔ ɔ ʔ	7 o 7	H V H	H U H	14	120
595	ManMet	mml	bamboo		hɤŋ⁵⁵	h ɤ ŋ	h o N	H V N	H E N	15	121
597	Palaung-Dara'ang	pce	bamboo		r̥aŋ	r̥ a ŋ	r a N	R V N	R A N	15	121
598	Palaung-Kalaw	pce	bamboo		həihnuːŋ	həi hnuːŋ	h h	H H	H H	15	121
599	Palaung-Namhsan	pce	bamboo		hrɯŋ	h r ɯ ŋ	h r u N	H R V N	H R I N	15	121
600	Riang-Sak	ril	bamboo		rɤŋ¹	r ɤ ŋ	r o N	R V N	R E N	15	121
610	Karii	pkt	bamboo		baŋ	b a ŋ	b a N	P V N	P A N	46	139
612	Ruc	scb	bamboo		pʰɛːw	pʰ ɛː w	p E w	P V W	P E W	47	140
615	Vietnamese	vie	bamboo		pheo	p h eo	p h e	P H V	P H E	47	140
616	Vietnamese	vie	bamboo		tre	t r e	t r e	T R V	T R E	5	141
624	Alak	alk	banana		priːt	p r iː t	p r i t	P R V T	P R I T	3	151
625	Bahnar-Golar	bdq	banana		priːt	p r iː t	p r i t	P R V T	P R I T	3	151
626	Bahnar-Kontum	bdq	banana		priːt	p r iː t	p r i t	P R V T	P R I T	3	151
627	Bahnar-Pleiku	bdq	banana		priːt	p r iː t	p r i t	P R V T	P R I T	3	151
628	Brao	brb	banana		prɨːt	p r ɨː t	p r I t	P R V T	P R I T	3	151
632	Cua	cua	banana		pareːt	p a r eː t	p a r e t	P V R V T	P A R E T	3	151
633	Halang	hal	banana		pri̤ət	p r i̤ə t	p r i t	P R V T	P R I T	3	151
634	Jeh	jeh	banana		pri̤at	p r i̤a t	p r i t	P R V T	P R I T	3	151
635	Jru-Laven	lbo	banana		prɨət	p r ɨə t	p r I t	P R V T	P R I T	3	151
639	Mnong-Rölöm	mng	banana		priːt	p r iː t	p r i t	P R V T	P R I T	3	151
640	Nyaheun	nev	banana		prɨət	p r ɨə t	p r I t	P R V T	P R I T	3	151
642	Rengao	ren	banana		pret	p r e t	p r e t	P R V T	P R E T	3	151
644	Sedang	sed	banana		priət	p r iə t	p r i t	P R V T	P R I T	3	151
645	Sre	kpm	banana		priːt	p r iː t	p r i t	P R V T	P R I T	3	151
646	Stieng	sti	banana		priːt	p r iː t	p r i t	P R V T	P R I T	3	151
649	Bru-Talan	oog	banana		prinʔ	p r i n ʔ	p r i n 7	P R V N H	P R I N H	3	151
650	Bru-Ubon	bru	banana		priat	p r ia t	p r i t	P R V T	P R I T	3	151
651	In	irr	banana		prinˀ	p r i nˀ	p r i n	P R V N	P R I N	3	151
652	Katang	kgd	banana		priːət	p r iːə t	p r i t	P R V T	P R I T	3	151
653	Katu-AnDiem	ktv	banana		pri̤at	p r i̤a t	p r i t	P R V T	P R I T	3	151
655	Kui(Sriwises1978)	kdt	banana		priːt	p r iː t	p r i t	P R V T	P R I T	3	151
656	Kui(Huffman1979)	kdt	banana		pliət	p l iə t	p l i t	P R V T	P L I T	3	151
658	Mankong	sss	banana		pri̤at	p r i̤a t	p r i t	P R V T	P R I T	3	151
659	Nge'	ngt	banana		priːt	p r iː t	p r i t	P R V T	P R I T	3	151
660	Pacoh	pac	banana		priat	p r ia t	p r i t	P R V T	P R I T	3	151
661	So-Khammouane	sss	banana		priət	p r iə t	p r i t	P R V T	P R I T	3	151
662	So-SakonNakhon	sss	banana		priːət	p r iːə t	p r i t	P R V T	P R I T	3	151
663	Souei-Saravan	kdt	banana		priat	p r ia t	p r i t	P R V T	P R I T	3	151
664	TaOi	tto	banana		prinˀ	p r i nˀ	p r i n	P R V N	P R I N	3	151
665	Khasi	khi	banana		kac	k a c	k a T	K V K	K A C	4	152
667	Pnar	pbv	banana		ladaw	l a d a w	l a d a w	R V T V W	L A T A W	5	153
668	War-Lamin	aml	banana		lədia	l ə d ia	l I d i	R V T V	L E T I	5	153
669	Khmer-Surin	kxm	banana		ʨeːɁ	ʨ eː Ɂ	C e 7	K V H	C E H	6	154
670	Khmer-Standard	khm	banana		ceiɁ	c ei Ɂ	T e 7	K V H	C E H	6	154
671	Idu	tyh	banana		pʰráɛʔ	pʰ r áɛ ʔ	p r a 7	P R V H	P R A H	3	151
672	Khmu-Cuang	kjg	banana		tlɔːj	t l ɔː j	t l o y	T R V J	T L U J	2	149
674	Khmu-Yuan	kjg	banana		tlɔ́ːj	t l ɔ́ː j	t l o y	T R V J	T L U J	2	149
679	Bugan	bbh	banana		pʦe̱³³ʦo̱³³	pʦe̱³³ ʦo̱³³	p c	P K	P C	7	155
680	Mang	zng	banana		paː²ɲɔː¹	paː² ɲɔː¹	p H	P N	P N	8	156
681	Mon	mnw	banana		pràt	p r à t	p r a t	P R V T	P R A T	3	151
682	Nyahkur	cbn	banana		pʰra̤ːt	pʰ r a̤ː t	p r a t	P R V T	P R A T	3	151
684	Gorum	pcj	banana		uraʔ	u r a ʔ	u r a 7	V R V H	Y R A H	9	157
687	Kharia	khr	banana		kera	k e r a	k e r a	K V R V	K E R A	9	157
690	Santali	sat	banana		kajra	k a j r a	k a y r a	K V J R V	K A J R A	9	157
691	Sora	srb	banana		sɔŋ	s ɔ ŋ	s o N	S V N	S U N	12	146
693	Nancowri	ncb	banana		təluːi	t ə l uːi	t I l u	T V R V	T E L Y	2	149
702	Lawa(Ratanakul)	lcp	banana		ləmɔɛh	l ə m ɔɛ h	l I m o h	R V M V H	L E M U H	16	147
704	ManMet	mml	banana		atɔʔ⁵³hɔm³⁵	a tɔʔ⁵³ hɔm³⁵	a t h	V T H	A T H	19	148
706	Palaung-Dara'ang	pce	banana		glɔj	g l ɔ j	g l o y	K R V J	K L U J	2	149
707	Palaung-Kalaw	pce	banana		gloe	g l oe	g l o	K R V	K L U	2	149
709	Palaung-Namhsan	pce	banana		kluəj	k l uə j	k l u y	K R V J	K L Y J	2	149
710	Riang-Sak	ril	banana		kᵊɗoʔ¹	kᵊ ɗ o ʔ	k d o 7	K T V H	K T U H	19	148
714	Wa-Praok	prk	banana		mṳah	m ṳ a h	m i a h	M V V H	M Y A H	16	147
720	Karii	pkt	banana		klɔːj	k l ɔː j	k l o y	K R V J	K L U J	2	149
723	Ruc	scb	banana		kătaj¹	k ă t a j	k a t a y	K V T V J	K A T A J	22	150
724	Vietnamese	vie	banana		chuối	c h u o i	T h u o i	K H V V V	C H Y U I	2	149
726	Alak	alk	beans/peas		ntaːk	n t aː k	n t a k	N T V K	N T A K	2	163
727	Bahnar-Golar	bdq	beans/peas		təh	t ə h	t I h	T V H	T E H	3	170
728	Bahnar-Kontum	bdq	beans/peas		təh	t ə h	t I h	T V H	T E H	3	170
729	Bahnar-Pleiku	bdq	beans/peas		təh	t ə h	t I h	T V H	T E H	3	170
730	Brao	brb	beans/peas		ntaːk	n t aː k	n t a k	N T V K	N T A K	2	163
733	Cua	cua	beans/peas		tuah	t ua h	t u h	T V H	T Y H	3	170
734	Halang	hal	beans/peas		toh	t o h	t o h	T V H	T U H	3	170
735	Jeh	jeh	beans/peas		tɔh	t ɔ h	t o h	T V H	T U H	3	170
736	Jru-Laven	lbo	beans/peas		htaːk	h t aː k	h t a k	H T V K	H T A K	2	163
740	Nyaheun	nev	beans/peas		ttaːk	tt aː k	t a k	T V K	T A K	2	163
742	Rengao	ren	beans/peas		tɔh	t ɔ h	t o h	T V H	T U H	2	163
744	Sedang	sed	beans/peas		tɔ	t ɔ	t o	T V	T U	2	163
745	Sre	kpm	beans/peas		kʰoah	kʰ oa h	k o h	K V H	K U H	5	172
746	Stieng	sti	beans/peas		toh	t o h	t o h	T V H	T U H	3	170
748	Bru-Talan	oog	beans/peas		tɔˀɔŋ	t ɔˀɔ ŋ	t o N	T V N	T U N	4	171
749	Bru-Ubon	bru	beans/peas		sətɔːŋ	s ə t ɔː ŋ	s I t o N	S V T V N	S E T U N	4	171
750	In	irr	beans/peas		tɔ̰ːŋ	t ɔ̰ː ŋ	t o N	T V N	T U N	4	171
751	Katang	kgd	beans/peas		hətɔːŋ	h ə t ɔː ŋ	h I t o N	H V T V N	H E T U N	4	171
752	Katu-AnDiem	ktv	beans/peas		ʔatuoŋ	ʔ a t uo ŋ	7 a t u N	H V T V N	H A T Y N	4	171
754	Kui(Sriwises1978)	kdt	beans/peas		cətɔːŋ	c ə t ɔː ŋ	T I t o N	K V T V N	C E T U N	4	171
755	Mankong	sss	beans/peas		sətɑːŋ	s ə t ɑː ŋ	s I t o N	S V T V N	S E T A N	4	171
756	Nge'	ngt	beans/peas		tɔːŋ	t ɔː ŋ	t o N	T V N	T U N	4	171
757	So-Khammouane	sss	beans/peas		citɑːŋ	c i t ɑː ŋ	T i t o N	K V T V N	C I T A N	4	171
758	So-SakonNakhon	sss	beans/peas		citɑːŋ	c i t ɑː ŋ	T i t o N	K V T V N	C I T A N	4	171
759	Souei-Saravan	kdt	beans/peas		sətɔːŋ	s ə t ɔː ŋ	s I t o N	S V T V N	S E T U N	4	171
760	TaOi	tto	beans/peas		tɔːŋ	t ɔː ŋ	t o N	T V N	T U N	4	171
761	Khasi	khi	beans/peas		rmbaːj	r m b aː j	r m b a y	R M P V J	R M P A J	6	173
762	Pnar	pbv	beans/peas		tɔʔ	t ɔ ʔ	t o 7	T V H	T U H	7	174
763	War-Lamin	aml	beans/peas		pətɒʔ	p ə t ɒ ʔ	p I t o 7	P V T V H	P E T O H	7	174
764	Khmer-Surin	kxm	beans/peas		snɛːɁ	s n ɛː Ɂ	s n E 7	S N V H	S N E H	8	175
765	Khmer-Standard	khm	beans/peas		sɑndaek	s ɑ n d ae k	s o n d a k	S V N T V K	S A N T A K	2	163
766	Idu	tyh	beans/peas		duə̰̂j	d uə̰̂ j	d u y	T V J	T Y J	9	176
767	Khmu-Cuang	kjg	beans/peas		sbaːj	s b aː j	s b a y	S P V J	S P A J	6	173
769	Khmu-Yuan	kjg	beans/peas		péːj	p éː j	p e y	P V J	P E J	6	173
770	Khmu-Yuan	kjg	beans/peas		síːpàːj	síː pàːj	s p	S P	S P	6	173
771	Khmu-Yuan	kjg	beans/peas		tàp	t à p	t a p	T V P	T A P	10	158
773	Mal-T'in	mlf	beans/peas		biaj	b ia j	b i y	P V J	P I J	6	173
777	Bugan	bbh	beans/peas		ndoŋ⁵⁵	n d o ŋ	n d o N	N T V N	N T U N	14	159
778	Mang	zng	beans/peas		paː²ʑan⁶	p aː ʑ a n	p a Z a n	P V S V N	P A S A N	15	160
779	Mon	mnw	beans/peas		boa	b oa	b o	P V	P U	6	173
780	Nyahkur	cbn	beans/peas		cʰrím	cʰ r í m	T r i m	K R V M	C R I M	16	161
781	Gorum	pcj	beans/peas		sikɖiŋ	s i k ɖ i ŋ	s i k d i N	S V K T V N	S I K T I N	17	162
784	Kharia	khr	beans/peas		ɔrsiŋ	ɔ r s i ŋ	o r s i N	V R S V N	U R S I N	20	164
787	Santali	sat	beans/peas		malhan	m a l h a n	m a l h a n	M V R H V N	M A L H A N	22	165
792	Lawa(Ratanakul)	lcp	beans/peas		pəlaom	p ə l ao m	p I l a m	P V R V M	P E L A M	23	166
794	ManMet	mml	beans/peas		apʰai¹³sai³¹sɤʔ⁵³	a pʰai¹³ sai³¹ sɤʔ⁵³	a p s s	V P S S	A P S S	6	173
796	Palaung-Dara'ang	pce	beans/peas		bləjlom	bləj lom	b l	P R	P L	24	167
797	Palaung-Kalaw	pce	beans/peas		ɓiloːŋ	ɓi loːŋ	b l	P R	P L	24	167
799	Palaung-Namhsan	pce	beans/peas		rabaj	r a b a j	r a b a y	R V P V J	R A P A J	6	173
800	Riang-Sak	ril	beans/peas		rᵊɓɑj¹	rᵊ ɓ ɑ j	r b o y	R P V J	R P A J	6	173
806	Karii	pkt	beans/peas		pɔːŋ	p ɔː ŋ	p o N	P V N	P U N	25	168
808	Ruc	scb	beans/peas		kàjáːŋ	k à j áː ŋ	k a y a N	K V J V N	K A J A N	26	169
811	Vietnamese	vie	beans/peas		đậu	đ a u	8 a u	T V V	D A Y	3	170
818	Alak	alk	bear		cakaw	c a k a w	T a k a w	K V K V W	C A K A W	4	189
819	Bahnar-Golar	bdq	bear		ɟəkøu	ɟ ə k øu	C I k e	K V K V	C E K U	4	189
820	Bahnar-Kontum	bdq	bear		həgøu	h ə g øu	h I g e	H V K V	H E K U	4	189
821	Bahnar-Pleiku	bdq	bear		cəgəw	c ə g ə w	T I g I w	K V K V W	C E K E W	4	189
823	Cua	cua	bear		sagəw	s a g ə w	s a g I w	S V K V W	S A K E W	4	189
824	Jeh	jeh	bear		kəta̤m	k ə t a̤ m	k I t a m	K V T V M	K E T A M	5	190
825	Jru-Laven	lbo	bear		hkaw	h k a w	h k a w	H K V W	H K A W	4	189
829	Mnong-Rölöm	mng	bear		kɔːkʰaːŋ	kɔː kʰaːŋ	k k	K K	K K	4	189
830	Nyaheun	nev	bear		naːklaːŋ	naː klaːŋ	n k	N K	N K	6	191
831	Rengao	ren	bear		həkəw	h ə k ə w	h I k I w	H V K V W	H E K E W	4	189
833	Sedang	sed	bear		rəko̰w	r ə k o̰ w	r I k o w	R V K V W	R E K U W	4	189
834	Sre	kpm	bear		ɟirkaw	ɟ i r k a w	C i r k a w	K V R K V W	C I R K A W	4	189
835	Stieng	sti	bear		kau	k au	k a	K V	K A	4	189
836	Bru-Talan	oog	bear		haŋkaːw	h a ŋ k aː w	h a N k a w	H V N K V W	H A N K A W	4	189
837	Bru-Ubon	bru	bear		səkaw	s ə k a w	s I k a w	S V K V W	S E K A W	4	189
838	In	irr	bear		həŋkaːw	h ə ŋ k aː w	h I N k a w	H V N K V W	H E N K A W	4	189
839	Katang	kgd	bear		həŋkɨaw	h ə ŋ k ɨa w	h I N k I w	H V N K V W	H E N K I W	4	189
840	Katu-AnDiem	ktv	bear		ɟarɨəm	ɟ a r ɨə m	C a r I m	K V R V M	C A R I M	7	192
843	Kui(Huffman1979)	kdt	bear		ka̤w	k a̤ w	k a w	K V W	K A W	4	189
844	Mankong	sss	bear		səkaw	s ə k a w	s I k a w	S V K V W	S E K A W	4	189
845	Nge'	ngt	bear		haŋkʌw	h a ŋ k ʌ w	h a N k o w	H V N K V W	H A N K E W	4	189
846	Pacoh	pac	bear		ʔapɤːŋ	ʔ a p ɤː ŋ	7 a p o N	H V P V N	H A P E N	10	177
847	So-Khammouane	sss	bear		cikaw	c i k a w	T i k a w	K V K V W	C I K A W	4	189
848	So-SakonNakhon	sss	bear		miː	m iː	m i	M V	M I	11	178
849	Souei-Saravan	kdt	bear		səkaːw	s ə k aː w	s I k a w	S V K V W	S E K A W	4	189
850	TaOi	tto	bear		həŋkaːw	h ə ŋ k aː w	h I N k a w	H V N K V W	H E N K A W	4	189
851	Khasi	khi	bear		dŋiem	d ŋ ie m	d N i m	T N V M	T N I M	12	179
852	Pnar	pbv	bear		dŋɛm	d ŋ ɛ m	d N E m	T N V M	T N E M	12	179
853	War-Lamin	aml	bear		ləŋɛm	l ə ŋ ɛ m	l I N E m	R V N V M	L E N E M	12	179
854	Khmer-Standard	khm	bear		kʰmùm	kʰ m u m	k m u m	K M V M	K M Y M	13	180
855	Idu	tyh	bear		bî̤ː	b î̤ː	b i	P V	P I	14	181
856	Khmu-Cuang	kjg	bear		huəl	h uə l	h u l	H V R	H Y L	15	182
858	Khmu-Yuan	kjg	bear		húal	h úa l	h u l	H V R	H Y L	15	182
860	Mal-T'in	mlf	bear		piak	p ia k	p i k	P V K	P I K	14	181
863	Bugan	bbh	bear		pi̱u̱³¹	p i̱u̱	p i	P V	P I	15	182
864	Mang	zng	bear		cɨə¹	c ɨə	T I	K V	C I	16	183
865	Mon	mnw	bear		mɛm	m ɛ m	m E m	M V M	M E M	17	184
867	Gorum	pcj	bear		kibuˀd	k i b uˀ d	k i b u d	K V P V T	K I P Y T	18	185
869	Kharia	khr	bear		bɔˈnɔi	b ɔ ˈn ɔi	b o n o	P V N V	P U N U	19	186
870	Kharia	khr	bear		banaj	b a n a j	b a n a y	P V N V J	P A N A J	19	186
873	Santali	sat	bear		bana	b a n a	b a n a	P V N V	P A N A	19	186
874	Sora	srb	bear		kʌmbud	k ʌ m b u d	k o m b u d	K V M P V T	K E M P Y T	18	185
881	Lawa(Ratanakul)	lcp	bear		kjəih	k j əi h	k y I h	K J V H	K J E H	20	187
883	ManMet	mml	bear		afeh³³	a feh³³	a f	V P	A B	20	187
885	Palaung-Dara'ang	pce	bear		magrəjh	ma grəjh	m g	M K	M K	20	187
886	Palaung-Kalaw	pce	bear		leʔprɛː	leʔ prɛː	l p	R P	L P	21	188
888	Palaung-Namhsan	pce	bear		krer	k r e r	k r e r	K R V R	K R E R	20	187
889	Riang-Sak	ril	bear		krɛs¹	k r ɛ s	k r E s	K R V S	K R E S	20	187
893	Wa-Praok	prk	bear		krih	k r i h	k r i h	K R V H	K R I H	20	187
898	Karii	pkt	bear		cakùːʔ	c a k uː ʔ	T a k u 7	K V K V H	C A K Y H	4	189
901	Ruc	scb	bear		cakṵ̀ː	c a k ṵ̀ː	T a k u	K V K V	C A K Y	4	189
904	Vietnamese	vie	bear		gấu	g a u	g a u	K V V	K A Y	4	189
912	Alak	alk	bee/honeybee		suːt	s uː t	s u t	S V T	S Y T	3	206
913	Bahnar-Golar	bdq	bee/honeybee		suːt	s uː t	s u t	S V T	S Y T	3	206
914	Bahnar-Kontum	bdq	bee/honeybee		suːt	s uː t	s u t	S V T	S Y T	3	206
915	Bahnar-Pleiku	bdq	bee/honeybee		suːt	s uː t	s u t	S V T	S Y T	3	206
916	Brao	brb	bee/honeybee		cʰut	cʰ u t	T u t	K V T	C Y T	3	206
